Player,Nation,Pos,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Performance PK,Performance PKatt,League,Year,Standard FK,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Z. Matsui,Giumle Lizeibon,FWMF,26,1994,1.23,0.89,2.49,1.68,66.69,2.45,1.6,0.28,0.47,11.54,-0.08,-0.02,Tournament,2021,-0.07,0.27,0.36,0.11,0.41,0.57
Z. Testa,Giumle Lizeibon,FWMF,24,1996,0.29,0.09,0.03,0.04,,-0.1,-0.06,,,,0,-0.02,Tournament,2021,-0.05,0,0.05,,-0.02,-0.06
X. Clement,Giumle Lizeibon,GK,26,1994,4.31,0.03,0.04,-0.04,,0.08,-0.02,,,,-0.09,0.01,Tournament,2021,-0.02,0.09,-0.02,,-0.05,-0.04
K. Lawino,Giumle Lizeibon,MF,23,1997,4.01,-0.08,1.15,0.25,19.98,1.29,0.21,0,-0.01,23.91,-0.04,0.07,Tournament,2021,0.09,-0.01,0.04,0.05,0.02,0.07
L. Abbasi,Giumle Lizeibon,MF,33,1988,0.09,0.1,-0.06,-0.08,,-0.05,0.01,,,,0.09,0,Tournament,2021,-0.04,0,-0.05,,0.02,0.03
Q. Roche,Giumle Lizeibon,MF,25,1995,2.49,-0.04,0.42,0,0,0.46,0.05,-0.01,,30.67,0,0.06,Tournament,2021,0,0.1,-0.07,-0.06,-0.02,-0.07
R. Kirya,Giumle Lizeibon,MF,26,1994,0.25,-0.09,10.06,5.1,50.02,11.95,6.05,-0.08,-0.09,19.21,0.1,0.09,Tournament,2021,-0.06,0.49,0.48,0.13,-0.45,-0.43
W. Isah,Giumle Lizeibon,MF,26,1994,4.37,-0.09,2.86,0.07,-0.02,2.73,-0.04,0.02,,19.42,0.1,0.08,Tournament,2021,0.03,0.17,0.11,0.07,-0.24,-0.23
H. Marroquín,Giumle Lizeibon,MFFW,31,1989,0.35,0.05,-0.03,-0.06,,-0.06,0.08,,,,0,0.06,Tournament,2021,-0.08,-0.09,0.09,,-0.02,0.07
A. Gautier,Greri Landmoslands,DF,23,1997,3.95,0.07,0.23,0.21,100.05,0.21,0.21,-0.02,-0.09,8.07,0.03,0,Tournament,2021,0.05,0.01,-0.06,0.01,-0.13,0.01
C. Busingye,Greri Landmoslands,DF,27,1993,2.97,-0.01,0.09,-0.1,,0.09,0.09,,,,0,0.07,Tournament,2021,0.04,0.09,0,,-0.05,0
D. Magoba,Greri Landmoslands,DF,37,1983,4.03,-0.09,0.25,0.17,100,0.28,0.29,0.01,-0.06,11.01,0.05,0.07,Tournament,2021,0.08,0.08,-0.01,0.11,-0.04,-0.01
R. Sanz,Greri Landmoslands,DF,27,1993,3.97,0.25,0.7,0.23,33.34,0.84,0.28,0.4,0.96,21.09,0.01,-0.03,Tournament,2021,-0.03,0.01,0.08,0.03,0.2,0.16
D. Groß,Greri Landmoslands,FW,21,1999,0.43,-0.06,7.45,2.4,33.26,7.49,2.6,-0.08,0.04,18.86,-0.03,-0.04,Tournament,2021,-0.06,0.31,0.25,-0.04,-0.22,-0.29
K. Nasution,Greri Landmoslands,FW,25,1995,0.31,-0.08,7.52,2.46,33.35,6.96,2.35,0.06,-0.02,8.52,0.07,0.08,Tournament,2021,0.05,0.84,0.76,0.18,-0.67,-0.78
L. De Wit,Greri Landmoslands,FW,35,1985,4,1.17,2.99,0.93,33.35,3.02,1.09,0.13,0.44,19.64,0.73,0.84,Tournament,2021,0.75,1.27,0.68,0.29,0.06,-0.09
B. Sugawara,Greri Landmoslands,FWMF,26,1994,2.6,-0.02,-0.08,0.02,,0,-0.02,,,,0.08,0.02,Tournament,2021,-0.03,0.06,0.09,,0.07,0.02
E. Alowo,Greri Landmoslands,FWMF,24,1996,3.51,0.33,2.14,0.75,37.46,2.25,0.85,0.15,0.38,13.3,-0.07,0,Tournament,2021,0.03,0.44,0.46,0.14,-0.08,-0.08
I. Asante,Greri Landmoslands,FWMF,27,1993,0.55,-0.07,0.02,-0.06,,-0.05,0.07,,,,0.02,-0.08,Tournament,2021,-0.08,-0.04,0.07,,-0.03,-0.09
E. Miyazaki,Greri Landmoslands,GK,32,1988,4.05,-0.08,-0.07,-0.09,,-0.05,0.06,,,,-0.06,0.05,Tournament,2021,0.02,-0.05,0.05,,-0.09,-0.07
C. Ji,Greri Landmoslands,MF,26,1994,2.38,0.07,1.83,0.46,24.93,1.82,0.34,0.04,-0.05,25.92,0.03,-0.03,Tournament,2021,-0.02,0.03,0.02,0.04,-0.14,-0.13
I. Adoch,Greri Landmoslands,MF,25,1995,1.31,0,3.54,0,-0.09,3.67,0,0.05,,19.86,0.07,0.01,Tournament,2021,-0.09,0.09,0.15,0.09,-0.04,0
I. Mwale,Greri Landmoslands,MF,28,1992,1.59,0.1,-0.04,-0.05,,-0.06,-0.01,,,,-0.02,-0.07,Tournament,2021,0.03,0.03,0.08,,-0.04,0.02
O. Contreras,Greri Landmoslands,MF,34,1986,1.79,-0.03,1.72,0.01,0.09,1.75,0.04,0.09,,25.18,-0.04,0.07,Tournament,2021,-0.01,0.03,0.16,0.07,0,-0.16
Q. Kaddu,Greri Landmoslands,MF,28,1992,0.13,0.06,0.01,0.08,,-0.08,0.08,,,,0.03,-0.03,Tournament,2021,0.1,-0.08,-0.08,,0.04,-0.01
S. Nyarko,Greri Landmoslands,MF,23,1997,0.15,0.08,-0.02,-0.07,,0.02,-0.01,,,,-0.06,-0.03,Tournament,2021,0.09,0.04,-0.09,,-0.05,-0.06
X. Durand,Greri Landmoslands,MF,23,1997,2.42,0,1.64,0.42,25.01,1.63,0.48,0.02,0.04,31.04,0.08,-0.03,Tournament,2021,-0.02,-0.03,-0.05,0.1,-0.09,-0.1
Z. Musenero,Greri Landmoslands,MF,29,1991,2.5,-0.07,0.33,0.47,100.06,0.45,0.44,0,0.02,7.07,-0.03,0.06,Tournament,2021,-0.02,0.15,0.05,0.14,-0.11,-0.08
A. Al-Ghamdi,Ledian,DF,34,1986,2.52,0.02,0.31,-0.01,0.02,0.32,0.02,-0.02,,27.39,-0.03,-0.1,Tournament,2021,-0.01,0.07,0.06,0.07,-0.1,0.09
H. Mvula,Ledian,DF,35,1985,2.83,0,0.01,0.09,,0.06,-0.08,,,,0.04,0.01,Tournament,2021,-0.06,-0.01,0.06,,-0.05,-0.09
O. Patra,Ledian,DF,23,1997,0.04,0.07,29.91,-0.1,-0.04,38.61,-0.05,0.01,,12.01,0.04,0.02,Tournament,2021,0.06,0.96,0.97,0.1,-1.04,-1
W. Hagen,Ledian,DF,25,1995,2.97,0.07,0.07,-0.04,,0.02,0.03,,,,0.08,0.01,Tournament,2021,-0.09,-0.09,0.09,,-0.07,-0.08
Z. Wu,Ledian,DF,25,1995,3.04,0.27,0.24,0.24,100.01,0.26,0.3,1.01,1.05,15.9,0.03,0.05,Tournament,2021,-0.1,0.06,-0.01,-0.01,0.36,0.34
D. Mumbere,Ledian,FW,29,1991,2.58,-0.1,0.42,-0.03,0.06,0.39,0.04,-0.09,,13.09,0.08,-0.1,Tournament,2021,0.02,-0.02,0.08,0.13,0,0.05
F. Tayebwa,Ledian,FW,31,1989,0.37,-0.04,2.55,0.01,-0.03,2.58,-0.1,-0.1,,22.34,-0.09,-0.03,Tournament,2021,0.04,0.2,0.25,0,-0.3,-0.27
M. Filipovi?,Ledian,FW,18,2002,0.24,-0.04,0.09,-0.03,,-0.02,-0.04,,,,0.08,-0.05,Tournament,2021,-0.08,0.06,0.03,,0.02,0.02
P. Khosravi,Ledian,FW,30,1991,-0.05,0.05,-0.05,-0.06,,0.02,-0.06,,,,-0.03,-0.01,Tournament,2021,0.07,0.08,-0.09,,0.04,0.07
P. Mukalazi,Ledian,FW,24,1996,1.93,0.04,1.47,-0.05,0.06,1.42,0.02,-0.05,,22.49,0.08,0.06,Tournament,2021,0.09,0.08,0.01,0.01,0.05,0.02
V. Namayanja,Ledian,FW,26,1994,2.6,-0.06,0.79,0.09,-0.06,0.75,-0.08,-0.03,,20.91,0.04,-0.05,Tournament,2021,0.08,0.09,0.06,0.11,0.01,-0.08
B. Taremwa,Ledian,FWDF,25,1995,1.11,0.01,0.85,0.09,0.04,0.8,-0.04,-0.02,,6.95,0.02,-0.02,Tournament,2021,-0.02,-0.06,0.07,0.04,0.09,0.04
Z. Apili,Ledian,FWMF,32,1988,0.62,-0.05,3.34,-0.09,-0.05,3.16,-0.01,-0.01,,23.12,0.01,0,Tournament,2021,0.07,0.21,0.11,-0.02,-0.11,-0.08
M. Janssens,Ledian,GK,32,1989,3.09,-0.09,0.05,-0.02,,0.01,0.05,,,,-0.02,0.02,Tournament,2021,-0.06,-0.02,0.08,,0.08,0.05
B. Namazzi,Ledian,MF,33,1987,3.08,-0.02,1.67,0.38,20.04,1.65,0.34,-0.02,-0.04,19.26,0,-0.09,Tournament,2021,-0.09,0.16,0.11,-0.01,-0.2,-0.01
C. Lawal,Ledian,MF,28,1992,1.09,-0.06,0,0.08,,-0.08,-0.06,,,,-0.05,-0.03,Tournament,2021,0.05,-0.07,0,,0.03,0
E. Mohammad,Ledian,MF,24,1996,1.45,-0.02,0.03,-0.01,,-0.04,-0.1,,,,-0.06,-0.01,Tournament,2021,-0.08,-0.03,-0.07,,0.07,0.01
M. Delgado,Ledian,MF,26,1994,0.41,-0.04,-0.02,0.04,,0,0.06,,,,0.05,0,Tournament,2021,0.09,0.06,-0.01,,0.01,-0.02
M. Yanti,Ledian,MF,23,1997,0.24,-0.09,-0.06,0.02,,0.03,0.01,,,,-0.05,0,Tournament,2021,-0.05,-0.03,0.04,,-0.02,0.04
X. Akao,Ledian,MF,33,1987,2.72,0.07,1.44,-0.05,0,1.33,0.04,0.04,,25.17,-0.03,-0.09,Tournament,2021,-0.07,0.11,-0.04,0.13,-0.05,0
A. Pinto,Leoneku Guidisia,DF,27,1993,0.17,0.01,5.09,0.04,-0.08,4.34,0.04,-0.02,,29.51,-0.03,0.05,Tournament,2021,0.07,0.09,0.02,0,0.07,-0.1
D. Young,Leoneku Guidisia,DF,23,1997,0,0.02,0.09,0.08,,0.01,0.02,,,,0.04,0.1,Tournament,2021,0,-0.05,-0.04,,-0.09,-0.09
K. Appiah,Leoneku Guidisia,DF,32,1988,3.02,-0.06,0.38,0.05,-0.08,0.33,-0.06,0.04,,5.92,0.09,0.04,Tournament,2021,-0.04,0.02,0.08,-0.01,0.04,-0.09
K. Mashiri,Leoneku Guidisia,DF,26,1994,2.79,-0.03,0.08,-0.05,,0.05,0.03,,,,0.07,-0.1,Tournament,2021,-0.01,0.04,-0.06,,0.03,0.09
K. Vitali,Leoneku Guidisia,DF,32,1988,2.78,-0.1,0.05,0.07,,0.07,-0.02,,,,-0.07,-0.08,Tournament,2021,-0.09,-0.04,0.09,,0.02,-0.04
L. Auma,Leoneku Guidisia,DF,26,1994,2.92,0.04,-0.07,0.05,,0.07,-0.04,,,,0,0.06,Tournament,2021,-0.05,0.1,-0.06,,0,0
M. Olofsson,Leoneku Guidisia,DF,26,1994,0.26,0.08,0.02,-0.09,,0,-0.08,,,,-0.1,0.07,Tournament,2021,0.09,-0.05,0.05,,0.08,0.05
Z. Colombo,Leoneku Guidisia,DF,32,1988,2.94,-0.05,0.36,0.01,-0.08,0.32,-0.07,-0.05,,10.8,-0.08,-0.05,Tournament,2021,-0.02,-0.02,-0.03,-0.05,0.08,-0.02
A. Lekuru,Leoneku Guidisia,DFFW,23,1997,0.18,-0.09,0.06,-0.02,,0.08,0.08,,,,-0.07,0.1,Tournament,2021,0.08,0.07,0.04,,0.07,0.09
E. Mtetwa,Leoneku Guidisia,FW,26,1994,2.76,0.36,2.68,0.35,14.27,2.53,0.44,0.24,1.02,12.73,-0.07,0.04,Tournament,2021,-0.02,0.26,0.38,0.18,0.1,-0.02
J. Amsalem,Leoneku Guidisia,FW,30,1990,2.58,0.05,1.56,0.37,25.09,1.54,0.48,-0.07,-0.07,17.53,-0.03,-0.06,Tournament,2021,0.08,0.17,0.08,0.18,-0.07,-0.14
N. Nabulime,Leoneku Guidisia,FW,22,1998,0.28,-0.01,-0.01,0.08,,0.01,-0.04,,,,0.01,0.09,Tournament,2021,-0.08,-0.02,0.01,,-0.05,-0.1
Y. Bauer,Leoneku Guidisia,FW,21,1999,0,0.08,-0.08,-0.01,,0.04,-0.02,,,,-0.06,-0.03,Tournament,2021,-0.05,-0.03,-0.03,,-0.03,0
M. Krli?evi?,Leoneku Guidisia,GK,31,1989,3.07,-0.1,0.03,0.02,,0.06,-0.09,,,,0.03,0.03,Tournament,2021,0.07,0.06,0.03,,0.07,-0.04
D. Okidi,Leoneku Guidisia,MF,33,1987,1.47,0.02,0.01,0.01,,0.07,0,,,,0,0,Tournament,2021,-0.05,0.05,-0.01,,-0.02,-0.06
H. Tan,Leoneku Guidisia,MF,25,1995,3.02,0.01,0.37,0.36,99.96,0.4,0.26,-0.04,0.03,18.99,0.04,-0.1,Tournament,2021,-0.05,0,0.03,-0.04,-0.09,0.02
T. Takada,Leoneku Guidisia,MF,27,1993,2.99,-0.05,0.75,0,-0.09,0.66,-0.03,-0.03,,19.72,0,-0.08,Tournament,2021,-0.03,-0.03,0.08,0.01,-0.04,-0.07
U. Jonsson,Leoneku Guidisia,MF,29,1991,1.34,0.01,-0.09,0.04,,0.06,0.03,,,,0.05,-0.05,Tournament,2021,-0.07,-0.05,-0.01,,0.01,0.1
F. ?ahin,Leoneku Guidisia,MFFW,30,1990,0.66,0.05,2.86,-0.05,0.03,2.92,0.09,-0.07,,27.57,0,0.02,Tournament,2021,-0.09,0.04,0.05,-0.04,0.09,0.01
D. Chiwara,Manlisgamncent,DF,25,1995,1.71,0,0.54,0.05,0,0.45,-0.01,0.01,,25.25,-0.04,0.09,Tournament,2021,0.09,0.07,0.01,-0.02,-0.03,-0.1
F. Kawala,Manlisgamncent,DF,19,2002,4.03,0.07,0.69,0.74,99.91,0.82,0.64,-0.09,0,15.21,-0.09,0.07,Tournament,2021,-0.02,0.14,0.1,0.18,-0.03,-0.05
G. Kintu,Manlisgamncent,DF,29,1992,2,-0.06,-0.09,0.04,,0.02,0.01,,,,-0.05,0.04,Tournament,2021,-0.09,0.04,0,,-0.05,0.09
M. Apolot,Manlisgamncent,DF,28,1992,0.2,-0.09,-0.06,-0.07,,0.04,0.05,,,,-0.08,-0.03,Tournament,2021,-0.06,0.07,-0.02,,0,-0.06
M. Tseu,Manlisgamncent,DF,24,1996,2.38,-0.09,-0.06,0.01,,0.02,0.01,,,,0.09,-0.04,Tournament,2021,0.09,0.04,-0.02,,-0.07,0.06
Q. Achom,Manlisgamncent,DF,31,1989,2.05,0.06,0.49,-0.07,-0.04,0.59,-0.09,-0.05,,27.01,-0.02,-0.09,Tournament,2021,0.5,0.08,0.03,0.03,0.01,-0.1
Z. Ado,Manlisgamncent,DF,31,1989,4.25,0.08,0.09,-0.02,,-0.1,-0.02,,,,-0.05,0,Tournament,2021,0.07,0.05,-0.05,,0,-0.1
F. Cheah,Manlisgamncent,FW,28,1992,0.52,1.62,3.27,1.72,49.92,3.32,1.6,0.58,0.98,9.4,0,0.08,Tournament,2021,0.03,1.71,1.7,0.56,0.01,-0.08
G. Muleya,Manlisgamncent,FW,27,1993,2.17,0.04,2.22,0.53,19.94,2.31,0.5,-0.05,-0.04,18.63,0.04,0.04,Tournament,2021,-0.09,0.17,0.18,0,-0.28,-0.24
I. Šari?,Manlisgamncent,FW,26,1994,1.88,0.05,1.11,0.04,0.05,1.13,0.06,-0.07,,12.49,-0.01,-0.07,Tournament,2021,0.06,0.17,0.09,0.02,-0.21,-0.04
R. Kato,Manlisgamncent,FW,31,1989,2.94,0.73,2.35,1.08,42.89,2.38,1.06,0.32,0.61,17.74,0.07,0.04,Tournament,2021,0,0.12,0.17,0.03,0.66,0.58
F. Blanco,Manlisgamncent,FWDF,22,1998,1.37,-0.09,0.01,-0.04,,-0.1,-0.04,,,,-0.04,-0.01,Tournament,2021,0.04,-0.06,0.02,,0.08,-0.01
C. Soto,Manlisgamncent,FWMF,22,1998,0.79,-0.08,1.5,-0.02,0.02,1.41,0.04,-0.04,,25.02,-0.02,0.06,Tournament,2021,0.01,-0.03,0.03,0.03,0.05,0
H. Mbabazi,Manlisgamncent,FWMF,23,1997,2.24,0.46,1.23,0.5,33.21,1.3,0.52,0.41,0.94,10.6,0.09,0.08,Tournament,2021,-0.09,0.2,0.13,0.15,0.17,0.26
J. Jørgensen,Manlisgamncent,FWMF,25,1995,0.55,1.95,3.96,2.06,50.02,3.75,1.96,0.52,0.95,11,0.07,-0.08,Tournament,2021,0.05,0.53,0.58,0.13,1.32,1.44
Z. Davies,Manlisgamncent,FWMF,29,1991,2.4,-0.08,1.59,0.72,49.96,1.61,0.7,0.05,0.07,18.89,0.02,-0.06,Tournament,2021,0.03,0.32,0.17,0.16,-0.3,-0.24
E. Jew,Manlisgamncent,GK,26,1995,4.28,-0.07,0.03,-0.06,,0.03,-0.08,,,,0.02,0.08,Tournament,2021,0.06,0.03,-0.04,,0.05,-0.08
B. Yang,Manlisgamncent,MF,29,1991,0.47,-0.04,4.08,0.06,0.05,4.23,0.06,-0.08,,9.59,0.08,0.06,Tournament,2021,-0.01,1.82,1.88,0.51,-1.83,-1.84
C. Nangobi,Manlisgamncent,MF,35,1985,4.38,0.27,0.72,0.63,99.99,0.79,0.72,0.31,0.37,25.99,0.06,-0.03,Tournament,2021,-0.02,0.07,0.11,0.03,0.11,0.17
C. Nyesiga,Manlisgamncent,MF,26,1994,3.89,-0.09,1.11,0.3,25.02,1.1,0.2,0.02,0.09,24.88,0.05,0.1,Tournament,2021,0,0.05,0.01,0.06,-0.09,-0.04
Z. Griffiths,Manlisgamncent,MF,28,1992,3.04,-0.02,0.37,-0.08,-0.06,0.41,-0.02,0.03,,21.03,-0.02,-0.04,Tournament,2021,0.07,-0.01,0.04,-0.01,0.06,-0.03
C. Popescu,Mico,DF,31,1989,2.91,0.07,1.27,0.68,49.93,1.29,0.6,-0.09,0.02,18.49,-0.05,-0.02,Tournament,2021,0.07,0.04,0.02,0.04,-0.02,-0.04
E. Nakayiza,Mico,DF,24,1996,0.61,0.04,1.46,0,0,1.44,0.1,0.06,,5.79,-0.1,0.08,Tournament,2021,-0.08,0.15,0.06,-0.03,-0.21,-0.05
V. It?,Mico,DF,31,1989,5.82,0.05,0.31,0.25,50.03,0.36,0.18,-0.03,0.04,5.51,0.06,-0.09,Tournament,2021,0.01,0.19,0.09,0.32,-0.04,-0.11
W. Twinamatsiko,Mico,DF,28,1992,5.36,-0.05,1.09,0.43,33.26,1.03,0.32,-0.02,0.09,11.47,-0.05,0.08,Tournament,2021,0.03,0.02,0.06,0.13,-0.14,-0.07
X. Kho,Mico,DF,23,1997,6.25,0.39,1.61,1.11,70.06,1.58,1.09,0.14,0.32,15.1,0.09,-0.05,Tournament,2021,0.04,0.16,0.16,0.03,0.18,0.2
X. Munkuli,Mico,DF,28,1992,0.16,-0.06,-0.07,-0.05,,-0.04,0.08,,,,-0.09,0.07,Tournament,2021,0,0,0.03,,0.01,0.03
Y. Eyotaru,Mico,DF,24,1996,5.79,0.26,0.47,0.25,66.63,0.44,0.43,0.32,0.47,16.05,-0.08,0.09,Tournament,2021,-0.08,0.12,0.01,0.09,0.12,0.06
Y. Gashi,Mico,DF,29,1991,3.22,0.09,0.08,-0.04,,-0.02,-0.07,,,,0,0.05,Tournament,2021,-0.02,0.04,0.05,,0.03,-0.02
L. Tembo,Mico,FW,21,1999,0.85,0.06,4.37,1.11,25.01,4.6,1.14,-0.07,0.04,13.37,0.08,0.07,Tournament,2021,-0.03,0.33,0.4,0.07,-0.33,-0.24
N. Katusabe,Mico,FW,27,1993,0.64,-0.07,5.8,1.43,24.98,5.97,1.56,0.05,-0.02,14.53,-0.09,-0.03,Tournament,2021,-0.01,0.32,0.26,0.02,-0.25,-0.23
P. Khoh,Mico,FW,23,1997,2.47,1.13,2.8,1.92,71.39,2.9,2.09,0.37,0.62,15.98,-0.02,0.06,Tournament,2021,0.09,0.23,0.4,0.2,0.82,0.96
X. James,Mico,FW,26,1994,3.31,0.71,2.04,1.17,57,2.22,1.22,0.3,0.45,16.54,-0.07,0.07,Tournament,2021,0.05,0.37,0.5,0.18,0.12,0.12
M. Ogbonna,Mico,FWMF,21,1999,0.41,0.09,0.02,-0.09,,-0.07,-0.02,,,,0,0.01,Tournament,2021,-0.06,-0.01,-0.02,,0.04,-0.04
U. Nafula,Mico,FWMF,29,1991,6.3,0.2,2.49,0.4,18.78,2.54,0.52,0,0.27,14.84,-0.06,0.1,Tournament,2021,0.21,0.22,0.36,0.2,-0.2,-0.05
S. Zandamela,Mico,GK,34,1986,6.32,0.03,0.01,-0.07,,-0.1,0.02,,,,-0.03,0.03,Tournament,2021,0.04,-0.06,-0.08,,0.08,-0.05
A. Kiss,Mico,MF,25,1995,6.21,0.06,1.08,0.56,42.86,1.17,0.53,0.09,0.09,24.7,0.05,0.17,Tournament,2021,0.11,0.2,0.05,-0.04,-0.19,-0.03
H. Ferraro,Mico,MF,26,1994,1.89,0,0.02,-0.05,,-0.02,-0.04,,,,-0.01,-0.02,Tournament,2021,0.08,0.02,0.02,,-0.03,-0.05
J. Dubois,Mico,MF,28,1992,0.44,-0.03,4,1.94,49.92,4.39,2.08,0.04,0.01,21.25,0.07,0.02,Tournament,2021,0.04,0.22,0.27,0.09,-0.29,-0.27
O. Lakot,Mico,MF,29,1991,5.01,0.17,1.28,0.29,14.22,1.39,0.13,0.2,0.96,18.36,0.1,0.02,Tournament,2021,-0.01,0.17,0.07,0,0.21,0.18
B. Owor,Mico,MFFW,20,2000,3.63,0.66,2.47,1.17,44.42,2.5,1.2,0.25,0.44,20.27,0.07,0.03,Tournament,2021,0.48,0.29,0.23,0.07,0.27,0.36
Q. Ili?,Mico,MFFW,25,1996,1.52,0.04,1.31,-0.04,0.07,1.3,0.09,-0.04,,25.39,0.03,-0.09,Tournament,2021,-0.05,0.07,0.16,-0.03,-0.13,0.03
C. Imalingat,New Uwi,DF,23,1998,3.07,0.02,-0.06,0.07,,-0.03,-0.08,,,,-0.07,-0.01,Tournament,2021,0,0.09,0.1,,0.02,-0.06
G. Lambert,New Uwi,DF,26,1994,3.08,0.01,0.08,0.06,,0,0.02,,,,-0.01,-0.1,Tournament,2021,-0.07,0.04,0.08,,0.02,0.02
H. Yong,New Uwi,DF,28,1992,2.96,0,0.08,-0.04,,0.1,0.07,,,,0.09,-0.1,Tournament,2021,0,0.04,0.06,,0.03,0.03
R. Yakubu,New Uwi,DF,30,1990,2.95,0.28,0.65,0.43,49.92,0.74,0.43,0.57,0.96,13.25,-0.09,0,Tournament,2021,-0.02,0.2,0.17,0.22,0.15,0.29
O. Kobugabe,New Uwi,DFMF,30,1991,2.39,-0.08,0.45,-0.05,0.09,0.36,-0.03,0.07,,24.42,-0.07,0.03,Tournament,2021,0.03,0.07,-0.05,-0.03,0.01,0.01
W. Dickson,New Uwi,DFMF,32,1988,1.01,-0.08,0.03,0.07,,0.08,0.01,,,,0.08,0.01,Tournament,2021,-0.05,0,0.04,,0.05,0.01
G. Acheampong,New Uwi,FW,23,1997,2.63,-0.08,3.04,1.17,37.49,2.98,1.19,-0.08,0.01,22.42,-0.03,0.07,Tournament,2021,0.41,0.05,0.18,0.1,-0.05,-0.1
P. Mutyaba,New Uwi,FW,33,1987,0.82,-0.07,0.02,-0.07,,-0.1,0.06,,,,-0.03,0,Tournament,2021,0,0.01,0,,-0.02,0.05
W. Takata,New Uwi,FW,20,2000,0.23,0.07,0.02,-0.04,,-0.07,-0.02,,,,0,0.04,Tournament,2021,-0.01,0.1,-0.1,,0.05,0.06
X. Hofer,New Uwi,FW,33,1987,2.23,0.55,2.3,1.33,60.03,2.26,1.35,0.23,0.37,26.23,-0.09,0.03,Tournament,2021,-0.04,0.09,0.23,0.02,0.26,0.41
Z. Tuhirirwe,New Uwi,FWDF,24,1996,0.02,-0.07,0.07,-0.09,,0.1,0.03,,,,-0.08,-0.05,Tournament,2021,-0.05,-0.04,-0.05,,-0.01,-0.05
E. Tushemereirwe,New Uwi,GK,30,1990,3.07,-0.02,-0.09,-0.04,,0.01,0.09,,,,0.01,0.03,Tournament,2021,0.02,0.04,0,,0.02,-0.05
E. Nakirijja,New Uwi,MF,21,1999,2.5,0.37,0.76,0.49,49.92,0.71,0.48,0.58,1,22.14,0.04,-0.04,Tournament,2021,0.04,0.11,0.07,0.2,0.26,0.34
H. Caruso,New Uwi,MF,30,1990,0.05,-0.03,0.08,0,,0,-0.06,,,,0,0,Tournament,2021,-0.08,0.09,0.08,,-0.07,0.07
L. Berg,New Uwi,MF,25,1995,3.03,-0.1,-0.02,0.09,,0.03,-0.08,,,,-0.04,-0.07,Tournament,2021,-0.06,0.07,-0.06,,-0.08,-0.05
R. Nakiru,New Uwi,MF,31,1990,0.09,-0.01,-0.05,-0.08,,0,-0.08,,,,0.03,0.04,Tournament,2021,0.04,0.02,0.03,,0.03,0.05
U. Lefebvre,New Uwi,MF,26,1994,2.68,-0.01,0.29,0.41,100.03,0.43,0.34,-0.09,-0.08,33.94,-0.08,-0.04,Tournament,2021,0.03,0.01,0.05,0.05,-0.01,-0.08
U. Rahmawati,New Uwi,MF,33,1988,0.15,-0.07,0.07,-0.04,,-0.06,-0.09,,,,-0.03,0.01,Tournament,2021,-0.01,0.03,-0.06,,0.05,0.04
E. Naik,Nganion,DF,20,2001,2.78,0.09,0.41,-0.07,-0.08,0.37,0.09,-0.08,,15.97,-0.07,0.05,Tournament,2021,-0.01,-0.09,-0.07,0.13,0.01,0.09
J. Khoh,Nganion,DF,26,1995,2.69,-0.06,1.47,0.37,25.02,1.5,0.4,-0.07,-0.1,12.73,-0.04,-0.05,Tournament,2021,-0.01,0.14,0.19,0.19,-0.23,-0.23
J. Wulandari,Nganion,DF,26,1994,6.98,0.22,0.23,0.21,49.91,0.2,0.12,0.55,1.02,17.44,0.08,0.04,Tournament,2021,-0.06,-0.03,0.05,0.01,0.04,0.1
Q. Namazzi,Nganion,DF,25,1995,0.77,0.08,3.78,1.34,33.35,3.61,1.15,-0.06,-0.03,21.14,0.04,0.07,Tournament,2021,0.06,0.31,0.16,0.12,-0.23,-0.25
S. Namugere,Nganion,DF,31,1989,4.47,0.14,1.22,0.75,59.9,1.18,0.66,0.17,0.31,10.79,-0.04,0.01,Tournament,2021,0.05,0.15,0.14,0.11,0.08,0.1
V. Nazziwa,Nganion,DF,31,1989,6.17,0.02,0.29,0.14,49.94,0.39,0.17,-0.09,0.04,23.61,0.01,0.07,Tournament,2021,-0.07,0.08,-0.04,-0.05,0.01,0.02
Z. Hribar,Nganion,DF,24,1997,4.15,0.09,0.75,0.28,33.21,0.75,0.33,0.04,0.05,14.15,-0.07,0.04,Tournament,2021,0.02,0.2,0.12,0.2,-0.04,-0.24
D. Nasser,Nganion,DFFW,25,1996,0.27,0.09,-0.07,0,,-0.07,0.05,,,,0.09,0.02,Tournament,2021,-0.06,-0.05,0.04,,-0.08,-0.09
B. Male,Nganion,FW,23,1997,1.94,0.51,4.8,2.08,44.42,4.84,2.08,0.13,0.17,17.27,0.06,-0.09,Tournament,2021,0.09,0.53,0.44,0.11,0.07,0.09
G. Owusu,Nganion,FW,28,1992,4.93,0.64,3.38,1.66,47.2,3.32,1.65,0.12,0.29,12.62,-0.08,0.17,Tournament,2021,-0.06,0.79,0.63,0.22,-0.19,-0.06
J. Chou,Nganion,FW,28,1992,3.1,0,4.82,1.69,33.35,4.96,1.58,-0.07,0.02,14.14,0.05,0.29,Tournament,2021,0.27,0.92,0.5,0.05,-0.85,-0.66
