Player,Nation,Pos,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
H. Okafor,Sobianitedrucy,GK,Marvelous Heels,25,1995,23.97,-0.02,-0.02,0.07,,-0.06,0.06,,,,-0.07,0.06,0.08,0.06,0.03,,0.1,0.03,D,2021
W. Nabuuma,Byasier Pujan,MF,Marvelous Heels,29,1991,33.7,0.12,0.62,0.18,16.74,0.52,0.06,0.05,0.39,25.51,0.06,-0.03,0.01,-0.01,-0.01,-0.04,0.04,-0.05,D,2021
C. Gheorghe,Central Diasongo,MF,Marvelous Heels,18,2002,0.16,0.09,4.9,-0.06,0.04,6.41,-0.02,0,,21.5,0.03,-0.01,-0.04,0.06,-0.01,0.1,-0.01,0,D,2021
H. Adjei,Quewenia,MF,Marvelous Heels,28,1992,30.15,0.08,0.61,0.12,28.6,0.79,0.19,0.06,0.27,16.17,-0.05,-0.03,0.03,0.05,0.15,0.16,-0.06,-0.02,D,2021
X. O'Neill,Sobianitedrucy,MF,Marvelous Heels,18,2001,0.02,0.04,0.09,0.09,,0.01,-0.03,,,,0.04,0,-0.01,-0.03,-0.02,,-0.05,0.07,D,2021
X. Wouters,Sobianitedrucy,MF,Marvelous Heels,23,1997,18.34,0.13,1.16,0.56,45.43,1.18,0.54,0.03,0.28,14.67,0,-0.02,0.05,0.23,0.22,0.09,-0.03,-0.08,D,2021
J. Jørgensen,Manlisgamncent,MFFW,Marvelous Heels,25,1995,12.42,0.38,1.49,1.01,63.13,1.44,1,0.29,0.5,12.86,0.04,0.04,0.02,0.44,0.37,0.3,0.09,0.04,D,2021
J. Laurent,Cabral Retrea,DF,Marvelous Patriots,30,1989,20.44,0.01,0.48,0.13,27.2,0.47,0.1,0.1,0.73,13.44,-0.03,-0.07,0,0.04,0.03,0.18,0.08,0.09,D,2021
D. Amoako,Dosqaly,DF,Marvelous Patriots,18,2002,-0.02,0.09,0.01,-0.08,,-0.03,-0.09,,,,-0.07,-0.02,0.02,-0.03,0.07,,-0.07,-0.02,D,2021
F. Farkas,Esia,DF,Marvelous Patriots,25,1994,16.58,0.02,0.44,0.15,16.78,0.46,0.13,-0.07,0.01,18.57,0.03,-0.01,0.07,0.08,-0.02,0.1,-0.04,-0.06,D,2021
D. Muwonge,Ingre,DF,Marvelous Patriots,24,1996,16.11,0,1.45,0.95,58.24,1.49,0.9,0.04,0.15,21.93,0.01,0.07,0.09,0,0.12,0.01,0.02,-0.12,D,2021
X. Denis,Lefghau,DF,Marvelous Patriots,22,1998,20.84,0.08,0.78,0.12,18.81,0.85,0.16,-0.05,0.03,21.79,0.05,0.06,-0.03,0,0.13,0.01,-0.01,-0.02,D,2021
Z. Longole,Lefghau,DF,Marvelous Patriots,24,1995,19.47,0.02,0.27,0.05,39.93,0.33,0.08,-0.05,0.02,8.41,0.03,0.01,0.09,0.11,0.06,0.03,0.05,-0.08,D,2021
C. Obi,Sobianitedrucy,DF,Marvelous Patriots,28,1992,33.53,0.02,0.77,0.12,20.81,0.7,0.17,0.04,-0.04,12.16,-0.08,-0.03,-0.02,0.12,0.05,-0.01,-0.01,-0.05,D,2021
P. Natukunda,Sobianitedrucy,DF,Marvelous Patriots,36,1984,2.32,-0.04,-0.02,-0.02,,-0.01,0.09,,,,-0.01,0.03,-0.06,0.05,-0.09,,-0.08,0.02,D,2021
C. Malkah,Varijitri Isles,DF,Marvelous Patriots,21,1999,18.64,0.04,0.85,0.09,6.65,0.78,0.08,-0.04,-0.01,16.5,0.03,0.01,0.05,-0.03,-0.02,0.08,-0.11,0.05,D,2021
N. Singh,Varijitri Isles,DF,Marvelous Patriots,25,1994,8.89,0.05,0.6,0.07,-0.02,0.6,0,-0.05,,15.09,0.18,0,-0.09,0.03,0.12,0.02,-0.1,-0.11,D,2021
V. Tugume,Sobianitedrucy,FW,Marvelous Patriots,32,1987,18.89,0.64,2.21,0.92,42.46,2.21,0.92,0.18,0.5,13.45,-0.05,0.26,0.19,0.49,0.44,0.11,0.03,0.1,D,2021
X. Simi?,Sobianitedrucy,FW,Marvelous Patriots,26,1994,-0.01,-0.06,0.05,0.06,,0.05,0,,,,-0.08,-0.03,0.06,0.01,0.07,,0.01,-0.05,D,2021
L. Jean,Badad,FWMF,Marvelous Patriots,29,1991,14.72,0.13,1.47,0.54,40.88,1.42,0.55,0.13,0.37,16.38,-0.07,-0.06,0.06,0.24,0.26,0.22,-0.02,-0.06,D,2021
N. Colón,Central Diasongo,FWMF,Marvelous Patriots,20,2000,19.96,0.24,2.25,0.71,31.82,2.26,0.7,0.07,0.28,17.11,0,-0.08,0.1,0.23,0.28,0.18,0.11,0.04,D,2021
S. Obonyo,Central Diasongo,FWMF,Marvelous Patriots,23,1997,19.79,0.17,1.65,0.76,45.43,1.69,0.77,0.14,0.31,15.44,-0.04,0.05,0.02,0.13,0.18,0.12,0.11,0.1,D,2021
P. Mukalazi,Ledian,FWMF,Marvelous Patriots,24,1996,3.7,-0.01,3.21,1.33,41.69,3.2,1.43,0.01,-0.09,17.85,0.29,0,-0.06,0.27,0.34,0.02,-0.3,-0.22,D,2021
D. Arinaitwe,Sobianitedrucy,FWMF,Marvelous Patriots,17,2002,0.55,0.01,3.93,1.92,50.08,4.03,1.96,-0.08,-0.02,16.5,0.06,0.07,-0.09,0.2,0.25,0.11,-0.3,-0.15,D,2021
G. Chimwaza,Sobianitedrucy,FWMF,Marvelous Patriots,20,2000,13.66,0.37,1.77,0.93,52.19,1.6,0.85,0.32,0.53,13.53,0.08,0.02,0.05,0.27,0.4,0.11,0.02,0.21,D,2021
V. Golob,Sobianitedrucy,FWMF,Marvelous Patriots,25,1994,27.45,0.62,3.79,1.14,29.34,3.8,1.14,0.08,0.42,20.81,0.44,0.29,0.32,0.6,0.37,0.15,0.06,0.01,D,2021
Y. Acola,Rarita,GK,Marvelous Patriots,33,1987,37,-0.07,-0.06,-0.09,,-0.1,0.02,,,,0.03,0.03,-0.05,-0.04,0.04,,0.09,0.01,D,2021
K. Huang,Sobianitedrucy,GK,Marvelous Patriots,39,1981,1.1,0.08,0.03,-0.03,,-0.04,-0.1,,,,-0.04,0.1,-0.04,-0.05,-0.02,,-0.05,0.03,D,2021
J. Leroux,Biarizea,MF,Marvelous Patriots,28,1991,5.9,0.23,1.45,0.46,33.35,1.52,0.51,0.11,0.25,20.93,0.54,-0.09,-0.08,0.09,0.15,-0.03,0.08,0.16,D,2021
Z. Heinonen,Dosqaly,MF,Marvelous Patriots,22,1997,20.73,0.16,0.45,0.26,36.47,0.51,0.15,0.24,0.55,18.03,-0.06,-0.01,-0.04,0.16,0.11,0.13,0.04,-0.02,D,2021
M. Turyamureba,Janmico,MF,Marvelous Patriots,21,1999,0.14,-0.06,-0.01,-0.07,,-0.02,-0.03,,,,0.09,0,-0.01,0.07,-0.08,,-0.08,0.05,D,2021
F. Lee,Sobianitedrucy,MF,Marvelous Patriots,22,1998,32.04,0.19,1.34,0.3,21.93,1.37,0.19,-0.02,0.18,21.08,0.12,0.15,0.04,0.22,0.05,0.13,0.05,-0.01,D,2021
M. Chirambo,Sobianitedrucy,MF,Marvelous Patriots,35,1984,4.9,-0.02,0.35,-0.07,-0.07,0.43,0.04,0.1,,26.6,-0.07,0.03,0.08,-0.06,0.05,0.02,-0.05,-0.03,D,2021
W. Tushabomwe,Zacia Lygia,MF,Marvelous Patriots,28,1992,16.27,-0.09,0.96,0.28,33.33,0.94,0.32,-0.03,0.07,23.39,0.04,0.06,0.08,0.13,-0.01,0.06,-0.12,0,D,2021
C. Alum,Rosvi,MFFW,Marvelous Patriots,28,1992,23.17,0.3,2.35,0.66,23.65,2.47,0.53,-0.02,0.23,16.99,-0.08,0.13,0.01,0.16,0.25,0,-0.02,-0.12,D,2021
C. Adong,Byasier Pujan,DF,Mean Wolves,29,1990,19.35,-0.01,0.49,0.04,11.02,0.47,-0.04,0.08,0.98,14.06,0.09,-0.06,0.05,0.09,0.13,0.18,-0.05,0.02,D,2021
C. Moser,Byasier Pujan,DF,Mean Wolves,30,1990,18.22,-0.01,0.3,0.16,49.91,0.25,0.09,0.34,0.59,14.09,-0.02,-0.03,0.06,-0.08,0.11,-0.01,-0.01,0.02,D,2021
D. Henriksen,Byasier Pujan,DF,Mean Wolves,23,1997,3.99,0.08,-0.06,-0.03,,0.08,0.09,,,,-0.05,0.03,0.02,0.05,-0.01,,0.08,0.05,D,2021
I. Amviko,Byasier Pujan,DF,Mean Wolves,23,1996,4.69,0.08,1.2,0.4,33.31,1.28,0.37,-0.05,0.02,24.63,-0.08,-0.08,-0.03,0.08,0.04,0.09,0.03,-0.03,D,2021
U. Krause,Dosqaly,DF,Mean Wolves,33,1987,9.59,-0.01,0.48,0.08,19.94,0.58,0.13,0.09,-0.04,12.22,0.02,0.06,0.06,0.02,-0.04,0.13,0,-0.03,D,2021
H. Korošec,Imaar Vircoand,DF,Mean Wolves,22,1997,20.33,0.15,0.84,0.35,37.47,0.76,0.32,0.06,0.35,17.95,0.05,0.04,0.04,0.16,0.13,0.14,0.02,-0.07,D,2021
D. Biribawa,Lefghau,DF,Mean Wolves,24,1996,30.9,0.04,0.38,0.1,18.14,0.42,0.14,0.07,0.48,8.96,-0.05,-0.04,0.01,-0.01,-0.06,0.01,-0.03,0,D,2021
O. Nanyanzi,Lefghau,DF,Mean Wolves,25,1994,24.62,0.09,0.55,0.14,27.32,0.44,0.17,0.16,0.32,9.58,-0.05,-0.05,-0.02,0.05,0.09,0.11,-0.05,0.07,D,2021
Y. Gashi,Mico,DF,Mean Wolves,29,1991,29.35,0.09,0.81,0.4,45.88,0.88,0.34,0.02,0.17,17.47,0,0.03,0.06,0.19,0.14,0.07,-0.04,0.05,D,2021
I. Mutabazi,Sobianitedrucy,DF,Mean Wolves,24,1996,27.32,-0.03,0.58,-0.01,-0.06,0.67,0.09,-0.05,,13.76,0.07,0.04,-0.04,0.11,0.08,-0.01,-0.06,-0.07,D,2021
I. Mugerwa,Byasier Pujan,FW,Mean Wolves,17,2002,1.24,0.71,1.58,1.54,100.08,1.48,1.58,0.49,0.56,10.11,0.01,0.07,0.03,0.16,0.19,0.17,0.57,0.68,D,2021
V. Morel,Imaar Vircoand,FW,Mean Wolves,24,1995,8.37,0.31,1.99,0.87,41.26,2.12,0.76,0.16,0.48,13.88,-0.02,0.01,0.09,0.17,0.35,0.18,0.16,0.16,D,2021
J. Saidu,Nganion,FW,Mean Wolves,35,1985,7.97,0.05,1.48,0.71,45.5,1.4,0.68,0.08,0.11,9.71,0.08,-0.04,-0.08,0.07,0.26,0.04,-0.12,0.03,D,2021
G. Mwima,Sobianitedrucy,FW,Mean Wolves,30,1989,16.45,0.21,1.36,0.56,40.87,1.24,0.63,0.14,0.49,12.47,-0.02,-0.05,0.06,0.17,0.24,0.09,0.14,0.04,D,2021
O. Roth,Sobianitedrucy,FW,Mean Wolves,27,1992,12.39,0.11,3.57,1.16,32.63,3.48,1.12,0.12,0.13,14.62,0.01,0.06,-0.01,0.61,0.53,0.12,-0.4,-0.34,D,2021
K. Philippe,Eastern Niasland,FWMF,Mean Wolves,30,1990,7.89,0.28,3.18,1.18,37.53,3.12,1.17,0.12,0.14,11.05,-0.05,-0.04,-0.03,0.56,0.49,0.1,-0.26,-0.14,D,2021
F. Zeng,Nganion,FWMF,Mean Wolves,26,1994,6.57,0.05,2.51,1.37,56.3,2.48,1.34,0.01,0.17,17.1,0.22,-0.04,-0.1,0.12,0.15,0.17,-0.02,0.04,D,2021
O. Zieli?ski,Sobianitedrucy,FWMF,Mean Wolves,30,1990,6.05,0.2,1.72,0.4,27.25,1.77,0.55,0.18,0.29,17,-0.04,-0.04,0.01,0.28,0.18,0.02,0.01,0,D,2021
Y. Larsen,Imaar Vircoand,GK,Mean Wolves,26,1994,35.05,-0.08,0.07,0.04,,0.09,0.04,,,,0.07,-0.06,0.06,-0.08,-0.06,,-0.1,0.04,D,2021
G. Oluka,Lefghau,GK,Mean Wolves,32,1988,2,0,0.08,0.09,,0,-0.03,,,,-0.03,0,-0.03,-0.03,0.02,,-0.09,-0.06,D,2021
B. Awio,Sobianitedrucy,GK,Mean Wolves,18,2002,-0.08,-0.03,-0.02,-0.09,,0.07,0.05,,,,-0.1,0.08,-0.09,-0.09,0.1,,-0.03,-0.02,D,2021
K. Järvinen,Sobianitedrucy,GK,Mean Wolves,24,1996,0.91,-0.1,-0.1,-0.02,,-0.03,0.06,,,,-0.03,0.01,0.08,0.05,0.07,,0.01,0.02,D,2021
O. Ngoma,Coastpa Barleslands,MF,Mean Wolves,21,1999,2.02,-0.08,0.92,-0.06,-0.03,0.93,0.04,0,,20.55,0.1,0,-0.05,0.1,-0.04,0,0.01,-0.03,D,2021
Y. Kabiru,Dosqaly,MF,Mean Wolves,22,1998,5.81,0.01,0.62,0.08,-0.01,0.69,-0.08,-0.03,,24.34,0.02,-0.06,-0.01,0.01,-0.06,-0.02,-0.09,-0.1,D,2021
E. Muhereza,Esia,MF,Mean Wolves,29,1990,20.2,0.14,1.14,0.24,27.37,1.16,0.21,0.22,0.41,20.88,0.06,-0.03,0.05,0.1,-0.01,0.13,0.12,0.08,D,2021
K. Chisi,Imaar Vircoand,MF,Mean Wolves,26,1994,35.61,0.28,2.19,0.44,23.87,2.22,0.56,0.18,0.29,24,0.28,0.12,0.09,0.09,0.08,-0.03,0.01,0.07,D,2021
S. Ghaffari,Lefghau,MF,Mean Wolves,25,1995,22.87,-0.08,0.73,0.13,23.57,0.81,0.18,0.07,-0.03,23.06,0.04,0.09,-0.09,0.05,0.04,0.08,-0.13,-0.06,D,2021
Y. Turyatemba,Lefghau,MF,Mean Wolves,27,1993,0.09,-0.04,-0.01,0.06,,0.07,0,,,,0.01,0,0.06,-0.08,0.04,,-0.01,0.02,D,2021
X. Makina,Redohrainbri,MF,Mean Wolves,18,2002,0.64,0.07,-0.09,-0.06,,0.03,-0.07,,,,0.02,-0.07,0.02,0.03,-0.03,,-0.04,-0.09,D,2021
Y. Nyirongo,Rosvi,MF,Mean Wolves,21,1998,0.2,0.06,-0.05,0.01,,-0.06,0.07,,,,0.05,-0.03,0.01,0.07,0.03,,0.01,-0.01,D,2021
L. Sigauke,Sobianitedrucy,MF,Mean Wolves,23,1997,4.38,0.04,1.98,0.91,44.45,1.98,0.92,0,-0.05,22.07,0.32,0.06,0,0.17,0.13,0.08,-0.25,-0.12,D,2021
B. Alhassan,Unicorporated Tiagascar,MF,Mean Wolves,32,1988,0.4,0.04,-0.06,-0.05,,0,0.02,,,,0.09,0.09,-0.04,0.04,-0.01,,0.07,0.09,D,2021
Q. Zyu,Imaar Vircoand,MFFW,Mean Wolves,29,1991,32.5,0.05,0.88,0.17,23.04,0.88,0.24,0.12,0.62,17.04,0,0.05,0.08,0.15,0.02,0.16,0.1,0.07,D,2021
L. Chiu,Lylimi,DF,Mighty Monkeys,31,1988,25.32,-0.05,0.55,0.11,16.73,0.47,0.14,0.06,0.48,8.44,-0.05,0.07,0.05,0.08,0.15,0.1,-0.07,-0.05,D,2021
D. Shuaibu,Nkasland Cronestan,DF,Mighty Monkeys,28,1992,28.92,0.11,0.12,0.06,33.23,0.04,0.05,0.25,1.02,16.86,-0.05,0.08,0.04,-0.03,0.08,0.13,0.02,-0.03,D,2021
W. Ly,Northslands,DF,Mighty Monkeys,27,1992,28.89,0.02,0.5,0.18,24.92,0.42,0.09,0.15,0.71,9.43,-0.09,0.09,-0.05,0,0.02,0.11,-0.08,-0.01,D,2021
E. De Luca,Sobianitedrucy,DF,Mighty Monkeys,26,1994,9.86,0.03,0.05,-0.05,,-0.03,0.07,,,,0.01,0.04,-0.02,-0.01,-0.03,,0.06,-0.07,D,2021
J. Neo,Sobianitedrucy,DF,Mighty Monkeys,25,1994,35.68,-0.02,0.13,-0.04,24.98,0.16,0.12,0.05,0.58,19.5,0.05,-0.08,0.08,-0.06,0.01,0,0.09,0.05,D,2021
M. Angom,Sobianitedrucy,DF,Mighty Monkeys,29,1990,1.08,-0.09,0.05,0.08,,0.04,-0.04,,,,0.04,0.05,-0.07,-0.1,-0.05,,-0.01,0.08,D,2021
Q. Atiku,Sobianitedrucy,DF,Mighty Monkeys,30,1990,19.9,0.02,0.65,0.11,16.65,0.7,0.02,0,0.58,9.24,0.04,0.1,0.04,0.01,0.11,0.07,0.04,0.06,D,2021
S. Lutaaya,Dosqaly,DFMF,Mighty Monkeys,22,1998,4.33,-0.06,0.44,0.29,50.02,0.39,0.32,-0.03,-0.05,14.51,-0.09,0.08,0.04,-0.06,0.1,0.04,-0.11,-0.05,D,2021
V. Smits,Coastpa Barleslands,FW,Mighty Monkeys,25,1995,13.33,0.46,3.37,1.38,43.1,3.25,1.39,0.15,0.3,13.54,0.02,0.02,-0.05,0.4,0.41,0.15,0,0.05,D,2021
A. Caron,Sobianitedrucy,FW,Mighty Monkeys,24,1996,3.72,-0.09,2.93,0.28,9.07,2.95,0.34,-0.05,0.05,15,-0.01,0.07,-0.01,0.05,0.2,0.04,-0.11,-0.13,D,2021
F. Mugabe,Sobianitedrucy,FW,Mighty Monkeys,23,1997,1.53,0.03,2.6,-0.1,0.06,2.67,0,-0.03,,21.17,0.01,0.03,0.08,0.09,0.07,-0.03,-0.2,-0.15,D,2021
J. Nath,Sobianitedrucy,FW,Mighty Monkeys,28,1991,9.74,0.22,2.96,1.34,46.49,2.85,1.4,-0.03,0.13,18.53,0.14,0.03,0.14,0.42,0.22,0.16,-0.15,-0.19,D,2021
V. Heikkinen,Sobianitedrucy,FW,Mighty Monkeys,37,1983,24.53,0.61,3.04,1.11,32.51,3.09,1.11,0.23,0.52,18.01,0.06,0.18,0.09,0.37,0.28,0.12,0.12,0.1,D,2021
Y. Nalubwama,Sobianitedrucy,FW,Mighty Monkeys,28,1992,1.96,0.52,2.13,1.1,50.08,2.09,1.01,0.21,0.57,9.22,0.01,0.02,-0.06,0.32,0.29,0.1,0.25,0.15,D,2021
H. Saeed,Manlisgamncent,GK,Mighty Monkeys,23,1997,0.94,0.03,0.05,-0.04,,-0.07,0.09,,,,0.06,0.08,-0.05,0.05,0,,0.03,-0.1,D,2021
C. Hamed,Sobianitedrucy,GK,Mighty Monkeys,23,1997,36.96,0.04,0.05,-0.08,,0.07,0.03,,,,-0.03,0.04,-0.05,-0.1,0.07,,0.04,-0.04,D,2021
Y. Atoo,Galamily,MF,Mighty Monkeys,24,1996,26.72,0.13,1.56,0.43,27.49,1.55,0.43,0.17,0.59,16.86,0.01,-0.07,0.01,0.13,0.22,0.18,0.08,0.03,D,2021
D. Kemigisa,Greri Landmoslands,MF,Mighty Monkeys,31,1989,17.85,0.11,0.42,-0.03,16.64,0.25,0.01,0.09,0.93,22.34,-0.09,0.03,-0.02,-0.05,0.07,0.12,-0.06,0.11,D,2021
E. Fiore,Redohrainbri,MF,Mighty Monkeys,19,2001,1,0.02,0.82,-0.03,-0.03,1.03,0.1,0.03,,25.67,0.1,-0.02,-0.08,0.04,-0.05,0.05,-0.08,0.05,D,2021
I. Kolar,Redohrainbri,MF,Mighty Monkeys,24,1996,29.44,0.19,0.75,0.34,37.4,0.78,0.21,0.16,0.29,8.81,-0.04,0.03,0.05,0.07,0.13,0.25,-0.06,0.02,D,2021
D. Deli?,Sobianitedrucy,MF,Mighty Monkeys,33,1987,27.79,0.14,2.01,0.69,31.52,2.14,0.6,0.13,0.09,22.25,0.18,0.17,0.07,0.14,0.15,0.11,-0.05,-0.06,D,2021
K. Mwanje,Sobianitedrucy,MF,Mighty Monkeys,23,1997,0.99,0.06,2.2,1.17,49.99,2.38,1.11,-0.07,-0.01,17.25,-0.03,0.05,-0.02,0.16,0.2,0.04,-0.23,-0.19,D,2021
M. Kabiru,Sobianitedrucy,MF,Mighty Monkeys,23,1996,0.06,0.03,9.91,0.06,0.07,12.91,-0.02,-0.01,,19.29,0.06,-0.08,0,0.09,0.04,0.04,-0.03,-0.01,D,2021
T. Akankwasa,Sobianitedrucy,MF,Mighty Monkeys,26,1994,11.14,0.21,2.23,0.94,41.66,2.09,0.91,0.18,0.3,21.36,0.01,-0.08,-0.09,0.16,0.31,0.13,0.02,0.06,D,2021
O. Avako,Xikong,MF,Mighty Monkeys,31,1989,25.46,0.03,0.59,0.04,23.15,0.47,0.04,0.19,0.63,17.87,-0.08,-0.08,0.03,-0.05,0,0.06,-0.03,0.02,D,2021
X. Kazibwe,Janmico,MFFW,Mighty Monkeys,29,1990,10.76,-0.08,1.12,0.48,38.53,1.18,0.39,-0.01,0.09,21.05,0.11,-0.04,0.02,0.04,0.1,0.09,-0.02,-0.14,D,2021
B. Owor,Mico,MFFW,Mighty Monkeys,20,2000,19.79,0.14,1.15,0.36,33.32,1.14,0.4,0.08,0.3,18.99,0.22,0.02,0.09,0.06,0.1,0.09,-0.1,-0.12,D,2021
B. Van der Meer,Esia,DF,Red Rangers,25,1994,19.61,0.07,0.37,0.06,33.29,0.41,0.11,-0.05,0.06,16.77,-0.06,-0.07,0.05,0.01,0.08,-0.05,-0.1,-0.09,D,2021
J. Fukuda,Lefghau,DF,Red Rangers,26,1994,2.33,0.01,0.47,-0.05,0.01,0.43,-0.06,0.05,,7.18,-0.02,-0.04,0.08,-0.01,-0.04,0.08,0.05,0.01,D,2021
D. Balázs,Nkasland Cronestan,DF,Red Rangers,25,1995,20.65,-0.01,0.82,0.16,25.08,0.84,0.26,-0.02,0.03,10.53,-0.08,-0.09,0.02,0.03,-0.03,0.01,0,-0.02,D,2021
A. Davies,Rosvi,DF,Red Rangers,29,1990,27.87,0.2,1.06,0.43,34.36,1.06,0.35,0.16,0.2,17.29,-0.02,-0.08,-0.09,0.14,0.07,0.09,0.04,0.03,D,2021
D. Saleh,Sobianitedrucy,DF,Red Rangers,24,1995,16.88,-0.07,0.86,0.15,15.5,0.81,0.03,-0.05,0.06,17.62,0,0.09,-0.05,-0.06,0.04,-0.03,-0.08,-0.01,D,2021
I. Franke,Sobianitedrucy,DF,Red Rangers,28,1992,19.36,-0.03,0.48,0.05,0.06,0.48,0.04,0.06,,8.84,0,0.05,0.04,0.09,0.06,0.16,-0.06,-0.12,D,2021
L. Fuchs,Sobianitedrucy,DF,Red Rangers,28,1991,32.07,0.12,1.06,0.18,24.95,1.1,0.2,0.11,0.42,12.86,0.05,-0.02,0.07,0.21,0.19,0.15,0.01,0.01,D,2021
M. Rashid,Sobianitedrucy,DF,Red Rangers,22,1997,28.93,0.12,1.25,0.53,36.84,1.22,0.49,0.09,0.32,20.46,0.29,-0.05,0.03,0,0.13,0.03,0.19,0.03,D,2021
O. Mudzingwa,Sobianitedrucy,DF,Red Rangers,20,2000,15.41,-0.01,0.09,-0.07,0.08,0.01,0,-0.02,,7.5,-0.01,0.02,-0.04,0.1,-0.01,0.08,-0.05,0.06,D,2021
D. Caruso,Varijitri Isles,DF,Red Rangers,23,1997,4.64,-0.03,0.51,0.08,0.02,0.46,0.09,-0.04,,9.15,0.02,0.06,-0.07,-0.01,0.08,0.09,0.04,0.08,D,2021
W. Alghamdi,Quewenia,DFMF,Red Rangers,21,1998,2.25,-0.03,0.33,0.48,100.09,0.45,0.37,-0.06,0.06,24.65,0.09,0.03,-0.04,0.01,0.06,0.09,-0.02,-0.09,D,2021
D. Soliman,Sobianitedrucy,DFMF,Red Rangers,17,2002,1.94,0.06,0.62,0.07,-0.03,0.56,0.05,-0.09,,5.04,0.06,0.05,0.09,0.22,0.2,0.22,-0.07,-0.08,D,2021
W. Mertens,Manlisgamncent,FW,Red Rangers,32,1988,11.8,0.16,1.9,0.63,30.35,1.95,0.6,0.18,0.23,11.56,0.06,0.09,-0.1,0.29,0.37,0.22,-0.26,-0.18,D,2021
G. Sserugo,Sobianitedrucy,FW,Red Rangers,31,1988,5.66,0.09,1.65,0.39,22.12,1.6,0.44,-0.02,-0.02,9.64,-0.03,-0.1,0.04,0.19,0.29,0.09,-0.34,-0.3,D,2021
O. Roth,Sobianitedrucy,FW,Red Rangers,27,1992,14.04,0.05,2.16,0.47,23.3,2.04,0.4,0.08,0.3,14.16,0,0.03,0.01,0.28,0.2,0.11,-0.04,-0.06,D,2021
S. Soon,Sobianitedrucy,FW,Red Rangers,23,1997,3.75,0.55,3.11,0.99,33.35,3.18,0.97,0.26,0.59,12.56,0.03,0.05,0.1,0.47,0.47,0.2,0.07,0.05,D,2021
M. D?browski,Northslands,FWMF,Red Rangers,20,2000,8.27,0.11,2.05,0.78,41.19,2.06,0.83,0.03,0.17,14.09,0.06,-0.08,-0.04,0.29,0.3,0.16,-0.13,-0.14,D,2021
I. Lehmann,Sobianitedrucy,FWMF,Red Rangers,18,2001,8.31,0.3,2.46,1.11,47.53,2.45,1.1,0.13,0.15,14.16,0.04,0.02,0.08,0.37,0.39,0.18,-0.06,-0.09,D,2021
D. Kateregga,Manlisgamncent,GK,Red Rangers,20,2000,3.76,-0.03,-0.01,-0.06,,0.08,-0.02,,,,-0.06,-0.02,0.07,0.07,0,,-0.01,0.09,D,2021
G. Daud,Sobianitedrucy,GK,Red Rangers,29,1991,0.32,0.02,0.06,-0.1,,-0.09,-0.04,,,,0.06,-0.03,0.07,-0.01,0.08,,-0.01,-0.02,D,2021
V. Ssali,Sobianitedrucy,GK,Red Rangers,29,1991,34.08,-0.05,-0.05,0.01,,-0.09,0.09,,,,0.04,-0.09,0,0.06,-0.05,,-0.1,-0.06,D,2021
G. Kaweesa,Central Namemo Laand,MF,Red Rangers,26,1994,25.63,-0.02,0.76,0.08,17.65,0.57,0.07,0.08,0.28,20.53,0.04,0.01,0.03,0.1,0.05,0.16,-0.08,-0.1,D,2021
I. Vong,Greri Landmoslands,MF,Red Rangers,34,1986,14.64,0.13,0.65,0.09,20.01,0.59,0.07,-0.09,0.05,27.07,0.11,0.19,0.09,0.15,0.05,0.01,0.01,-0.09,D,2021
U. Kazembe,Ledian,MF,Red Rangers,22,1998,0.6,-0.09,3.33,1.63,49.97,3.58,1.76,0.09,-0.07,11.47,-0.01,0.04,-0.1,0.33,0.29,0.09,-0.26,-0.36,D,2021
C. Akullo,Nancipenuaroe,MF,Red Rangers,17,2002,0,0.09,-0.08,-0.02,,0.03,-0.07,,,,0.03,0.04,0.02,0.04,-0.01,,-0.09,0.05,D,2021
K. Behera,Rosvi,MF,Red Rangers,19,2001,20.44,0.05,0.62,0.12,25.07,0.65,0.08,0.19,0.74,20.07,-0.03,0.08,0.08,-0.02,0.04,-0.01,0.1,0.05,D,2021
N. Dutta,Sobianitedrucy,MF,Red Rangers,27,1993,4.75,0.09,0.26,0.08,-0.09,0.19,0.08,0.06,,21.04,0.02,0.05,-0.07,-0.03,0.09,-0.05,0.07,0.09,D,2021
J. Riyadi,Sobianitedrucy,MFDF,Red Rangers,21,1999,1.28,0.05,0.77,0.02,0.06,0.97,-0.04,0.08,,23,-0.01,0.05,0.06,-0.01,-0.04,0.01,-0.06,0.02,D,2021
T. Ferrari,Tercapetralgrorus,MFDF,Red Rangers,22,1998,2.45,0,0.76,-0.03,0.05,0.76,-0.02,0.05,,23.4,0,-0.03,0.08,-0.08,0.03,0.12,0.1,-0.01,D,2021
U. Nambuya,Galamily,MFFW,Red Rangers,25,1994,30.63,0.26,1.36,0.47,34.88,1.44,0.39,0.23,0.42,15.24,0.05,-0.07,0.06,0.19,0.21,0.1,0.05,-0.01,D,2021
J. Chew,Sobianitedrucy,MFFW,Red Rangers,25,1995,29.03,0.19,1,0.49,40.03,1.12,0.43,0.16,0.34,18.26,0.09,0.06,0.09,0.22,0.21,0.15,0.01,0.09,D,2021
