"","Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","X90s.1","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","X90s.2","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"4103","L. Tu","Esia","FWMF","Ultimate Dolphins",24,1996,20.1,0.3,2.92,1.01,36.15,2.85,1.15,0.04,0.37,18.69,-0.1,0.04,-0.06,0.28,0.22,0.14,0,0.01,20.13,30.57,41.04,74.64,528.79,119.75,15.84,18.55,85.08,10.89,13.69,79.65,3.29,6.37,51.6,0.48,0.31,0.2,20.08,1.53,0.96,0.41,0.46,0.69,0.43,1.34,25.97,0.92,19.48,6.99,35.77,3.82,8.1,7.46,1.57,-0.09,0.05,1.52,0.57,2.13,0.18,0.05,"C",2021
"4104","Y. Nartey","Esia","FWMF","Ultimate Dolphins",25,1995,18.27,0.45,3.15,1.41,45.8,3.29,1.55,0.1,0.36,16.08,-0.03,-0.07,0.1,0.36,0.36,0.11,0.16,0.06,18.38,36.53,46.91,78.04,602.24,135.07,18.51,22.12,84.38,13.82,16.56,83.45,2.92,5.13,57.37,0.14,0.27,-0.21,18.23,2.05,1.21,0.46,0.87,0.58,0.51,1.83,34.41,1.21,16.39,4.94,30.94,2.62,6.86,6.64,1.16,0.03,-0.06,0.94,1.22,3.24,0.13,0.07,"C",2021
"4105","H. Kelmendi","Lefghau","FWMF","Ultimate Dolphins",29,1990,3.62,0.32,1.11,0.58,49.97,1.09,0.56,0.29,0.41,20.16,0.01,0.03,0,0,0.1,0.06,0.19,0.34,3.67,35.85,51.96,68.93,695.83,224.37,15.26,19.23,79.67,12.29,15.86,77.23,7.19,11.77,61.93,0.35,0.2,0.12,3.68,0.61,0.63,0.28,0.22,0,-0.09,0.49,0,0.59,18.61,5.09,26.93,1.3,8.8,8.24,2.3,0.25,0.02,1.87,0.87,1.34,0.08,0.08,"C",2021
"4125","U. Duval","Byasier Pujan","FW","Ultimate Longhorns",31,1989,9.13,0.39,1.54,0.86,49.94,1.47,0.81,0.11,0.42,9.5,0.04,0.07,0.2,0.48,0.43,0.18,0,0.02,9.01,22.27,34.36,65.05,323.14,76.92,13.05,18.51,70.7,6.97,10.32,66.94,1.52,3.11,46.43,0.18,0.24,-0.1,9.07,0.46,0.52,0.27,0.28,-0.06,0.13,0.38,25.02,0.23,9.78,3.48,34.83,0.53,4.92,4.32,0.75,0.04,0.09,0.72,0.14,0.68,0.79,0.08,"C",2021
"4126","K. Nasution","Greri Landmoslands","FW","Ultimate Longhorns",24,1995,30.79,0.89,3.47,1.8,49.46,3.45,1.72,0.19,0.32,12.7,0.15,0.13,0.17,0.86,0.53,0.15,0.17,0.11,30.75,18.92,25.68,74.08,279.86,48.34,10.9,13.62,79.83,6.62,8.54,76.89,0.81,1.08,64.7,0.31,0.24,0.11,30.65,0.27,0.17,-0.02,0.11,0.22,0.11,0.18,37.58,0.19,11.15,3.4,29.73,0.6,3.52,7.23,0.49,-0.01,0.03,0.43,0.23,0.48,0.54,-0.08,"C",2021
"4127","Q. Khumalo","Esia","FWDF","Ultimate Longhorns",22,1998,1.05,0.87,1.72,1.01,49.96,1.88,0.85,0.46,0.97,14.74,0.08,-0.05,-0.07,0.29,0.36,0.23,0.63,0.74,1.07,17.22,31.76,54.28,207.23,26.44,11.77,19.06,61.97,4.61,8.08,55.52,0.06,-0.07,NA,-0.07,0.01,0.02,1.13,0.81,0,0.1,0,0.82,-0.04,2.74,-0.08,2.72,26.41,4.57,17.12,0.83,16.4,9.05,1.87,0,-0.04,1.72,-0.07,0.96,0.84,0.05,"C",2021
"4128","F. Claes","Rosvi","FWMF","Ultimate Longhorns",22,1997,9.9,0.48,2.62,0.64,26.99,2.65,0.73,0.1,0.55,12.36,0.05,0.04,-0.05,0.33,0.34,0.16,0.18,0.07,9.9,22.9,29.47,78.16,389.19,90.8,12.42,15.32,80.85,6.75,9.27,72.54,2.93,3.33,85.31,0.15,0.09,0.01,9.86,0.49,0.39,0.1,0.26,0.2,0.12,0.47,19.97,0.43,9.94,2.66,26.23,0.48,3.74,5.68,0.46,0.04,-0.02,0.55,0.1,0.44,0.32,0.09,"C",2021
"4134","K. Cheung","Biarizea","MFFW","Ultimate Longhorns",22,1998,10.94,0.12,1.69,0.64,31.59,1.82,0.63,0.18,0.32,20.46,0.14,-0.04,-0.08,0.06,0.16,0,0.1,0.07,10.92,33.01,45.6,72.49,555.9,179.04,15.75,19.97,78.83,13.39,17.2,77.71,3.05,6.32,50,0.32,0.18,-0.09,10.92,2.89,1.7,1.14,0.69,1.02,0.86,2.76,33.35,1.78,26.5,7.83,29.37,5.37,11.38,9.91,1.75,0.07,-0.01,1.69,1.25,4.04,0.84,0.09,"C",2021
"4135","O. Arinaitwe","Central Republic of Boekrainego","MFFW","Ultimate Longhorns",24,1996,3.09,0.32,2.3,1.29,57.11,2.25,1.25,0.23,0.26,23.38,-0.05,0.02,-0.06,0.14,0.1,0.01,0.3,0.17,2.99,66.32,81.4,81.63,1298.65,388.79,25.76,27.1,95.18,27.38,29.66,92,12.08,21.36,56.25,0.04,0.12,-0.06,2.94,1.62,1.71,1,0.36,0.27,0.6,1.96,33.38,1.29,17.26,4.42,24.94,4.62,7.66,5.07,1.31,-0.08,-0.04,1.4,0.96,2.66,1.08,0.03,"C",2021
"4136","C. Mugabirwe","Esia","MFFW","Ultimate Longhorns",26,1993,15.59,0.23,2.04,0.92,39.38,2.15,0.87,0.09,0.32,17.95,0.02,-0.02,-0.07,0.3,0.13,0.1,0.06,0.07,15.49,33.2,44.4,74.47,556.57,203.53,18.54,21.54,85.7,9.98,13.75,72.69,3.87,6.14,61.41,0.26,0.12,0.07,15.53,1.79,1.25,0.67,0.92,0.35,0.62,2.36,21.59,1.96,21.73,5.94,27.46,4.86,10.52,6.6,1.41,0.07,0,1.37,1.18,2.83,0.18,-0.05,"C",2021
"4137","F. Nakimuli","Esia","MFFW","Ultimate Longhorns",26,1994,2.97,0.1,1.79,0.09,-0.05,1.81,0.09,0,NA,18.71,0.41,-0.05,0.06,0.14,0.26,0.19,-0.24,-0.26,2.9,45.99,59.61,76.94,798.93,236.68,20.3,24.53,83.18,22.38,28.56,78.38,2.37,4.48,53.84,0.05,-0.09,-0.04,2.81,5.92,3.71,0.67,3.52,1.77,1.12,2.16,50.08,0.96,25.44,9.74,37.78,5.1,15.19,5.23,2.32,0.43,0.02,2.13,1.65,7.59,3.06,-0.03,"C",2021
"4138","C. Asadi","Lylimi","MFFW","Ultimate Longhorns",23,1996,26.18,0.19,1.45,0.41,23.65,1.45,0.43,0.09,0.53,16.56,0.02,0.01,0.05,0.2,0.31,0.1,-0.05,-0.01,26.15,28.77,38.36,74.94,502.02,150.69,14.05,16.83,83.41,9.95,12.46,80.67,3.79,6.55,57.11,0.55,0.21,0.19,26.17,1.93,1.16,0.91,0.71,0.46,0.72,2.42,31.61,1.58,19.98,6.04,30.08,3.47,9.87,6.67,1.21,0.13,-0.01,1.09,0.93,2.98,0.91,0.04,"C",2021
"4150","I. Ly","Esia","FW","Weak Chargers",20,2000,3.29,0.53,1.88,1.12,66.74,1.79,1.16,0.27,0.47,11.95,-0.02,-0.09,0.04,0.24,0.14,0.13,0.51,0.38,3.34,12.15,16.01,75.46,194.42,27.82,5.36,7.01,78.34,4.63,6.34,71.38,1.49,1.43,99.95,0,-0.02,-0.08,3.34,1.87,1.12,0.59,0.54,0.68,0.29,1.48,19.96,1.15,27.32,5.97,22.28,2.68,15.17,9.33,2.64,0.4,0.04,2.38,0.36,2.14,0,-0.03,"C",2021
"4151","K. Stern","Esia","FW","Weak Chargers",17,2002,0,0.05,-0.07,0.05,NA,0.03,-0.05,NA,NA,NA,-0.07,-0.07,-0.09,0,0.05,NA,0.07,0.02,-0.04,-0.05,-0.05,NA,0.01,-0.08,0.07,0.05,NA,0.07,-0.03,NA,-0.04,0.06,NA,-0.09,0.07,0.02,-0.03,-0.07,0.04,0.06,0.01,0.05,-0.08,-0.08,NA,-0.02,2.03,0.1,-0.1,0.02,2.08,-0.08,-0.03,0.05,-0.09,0.06,-0.05,0.05,-0.08,-0.07,"C",2021
"4152","Q. Virtanen","Nkasland Cronestan","FW","Weak Chargers",25,1995,18.02,0.3,2.05,0.93,46.14,2.21,0.93,0.18,0.35,14.45,-0.05,0.03,0.03,0.39,0.3,0.23,-0.07,0.09,18.04,15.85,22.46,70.9,255.18,33.25,9.3,12.38,75.11,4.73,7.19,66.13,1.59,1.91,82.93,0.14,0.15,-0.07,18.01,0.6,0.33,0.07,0.3,0.15,0.15,1.48,11.95,1.31,24.91,5.39,21.73,2.02,11.7,11.11,0.79,0.07,-0.07,0.84,0.32,0.84,1.13,0.03,"C",2021
"4153","H. Nagy","Western Niasland","FW","Weak Chargers",27,1993,17.1,0.33,2.97,1.05,37.96,3.01,1.14,0.22,0.36,12.51,0.06,-0.04,0.03,0.41,0.42,0.18,0.06,0.08,17.17,14.27,18.63,76.39,233.8,29.01,7.26,8.73,82.57,4.8,6.46,75.52,1.42,1.82,83.85,0.15,0.06,0.04,17.16,0.66,0.27,0.01,0.21,0.3,0.08,0.51,22.14,0.45,15.65,4.63,29.21,1.14,7.39,6.98,0.89,0.21,-0.07,0.9,0.6,1.09,0.17,0.08,"C",2021
"4154","Z. Möller","Central Republic of Boekrainego","FWDF","Weak Chargers",29,1991,5.57,-0.02,0.31,0.11,49.95,0.44,0.25,-0.03,0.03,9.85,0.04,-0.09,0.04,0.05,0.01,0.09,0,0.05,5.55,28.67,37.58,76.15,521.82,112.26,12.93,15.77,81.8,12.34,15.05,82.19,3.02,4.5,68.02,0.25,0.09,0.04,5.59,2.34,1.66,0.99,0.8,0.43,0.76,2.59,26.62,1.97,25.99,6.56,25.48,5.91,12.81,7.09,2.92,-0.05,-0.08,2.87,2.05,4.28,2.21,0.23,"C",2021
"4155","F. Schäfer","Rosvi","FWDF","Weak Chargers",24,1996,6.85,0.06,2.3,1.02,43.87,2.38,1.01,-0.02,0.24,17.52,-0.03,0.02,-0.04,0.31,0.32,0.06,-0.21,-0.1,6.81,23.48,36.63,63.82,355.18,161.95,13.54,18.21,74.18,7.78,11.53,67.06,1.47,3.61,41.7,0.26,0.23,0.22,6.89,0.78,0.72,0.39,0.24,0.13,0.5,0.89,50.05,0.37,17.19,3.59,21.51,4.79,6.59,5.5,0.11,-0.06,-0.05,0.09,0.64,1.43,0.18,0,"C",2021
"4156","P. Nyondo","Byasier Pujan","FWMF","Weak Chargers",19,2001,1.01,-0.02,2.71,1.87,66.7,2.61,1.71,0.09,-0.09,11.7,0.04,0.01,-0.09,0.48,0.59,0.25,-0.56,-0.47,1.01,17.2,26.3,65.44,283.58,79.2,6.39,10.01,63.62,10,13.58,73.27,0.09,0.02,NA,0.05,0.06,0.06,1.1,-0.03,0.07,-0.06,0.04,0.04,0.09,0.05,NA,0.01,13.54,4.54,33.21,2.81,5.53,5.49,0.97,-0.04,-0.03,0.89,1.84,1.73,0.1,0.06,"C",2021
"4157","U. Tkachenko","Byasier Pujan","FWMF","Weak Chargers",22,1998,5.88,0.05,1.3,0.17,12.54,1.28,0.22,0.03,0.02,17.36,0.08,-0.05,0.08,0.04,0.22,0.15,-0.17,-0.12,5.95,22.67,30.25,75,419.58,94.04,11.8,14.55,81.47,6.92,8.83,78.73,3.3,5.59,60.69,0.23,0.07,-0.01,5.93,1.27,0.93,0.27,0.35,0.74,0.5,1.08,50,0.53,20.56,5.56,27.29,4.46,9.67,6.38,1.1,-0.09,-0.1,1.1,1.03,2.33,0.28,-0.03,"C",2021
"4158","Z. Mayr","Lefghau","FWMF","Weak Chargers",21,1999,23.82,0.21,2.72,1.36,45.44,2.84,1.18,0.06,0.19,21.93,0.27,0.17,0.11,0.3,0.31,0.14,0.02,-0.1,23.86,21.43,32.59,65.99,443.33,150.28,9.04,11.7,77.02,6.95,9.65,72.05,4.64,8.61,53.44,0.16,0.13,-0.01,23.98,1.69,1.18,0.38,0.94,0.25,0.41,2.13,23.49,1.69,20.54,5.77,27.63,4.97,8.84,6.82,1.55,0.17,-0.05,1.4,1.4,3.1,0.31,0.03,"C",2021
"4159","H. Driscoll","Southern Ristan","FWMF","Weak Chargers",22,1997,20.58,0.23,2.07,0.81,43.96,1.98,0.85,0.04,0.08,15.17,-0.02,0.01,0.01,0.34,0.16,0.09,-0.11,-0.17,20.53,19.48,25.99,75.04,358.32,64.78,8.9,11.37,78.91,7.19,9.03,78.66,2.7,3.7,71.37,0.15,0.1,0.07,20.56,1.18,0.67,0.91,0.36,0.07,0.21,0.79,26.63,0.61,14.04,3.16,23.2,3.47,6.52,4.19,0.95,0,-0.07,0.88,0.58,1.7,0.56,-0.07,"C",2021
"4177","K. Amoit","Esia","DFFW","White Firebirds",18,2002,0.35,0.1,0.08,-0.1,NA,0.02,0.03,NA,NA,NA,-0.07,-0.05,-0.1,0.03,0.05,NA,-0.03,0.09,0.32,27.58,37.59,73.29,509.93,147.55,10.04,12.48,80.02,15.05,17.42,85.67,2.42,4.93,49.96,-0.02,0.04,0.04,0.3,2.59,2.49,2.55,0.02,0.08,-0.02,-0.09,NA,0.02,27.58,5.04,18.19,7.41,9.98,9.93,7.52,0.01,0.08,7.5,-0.04,2.53,0.01,0.06,"C",2021
"4178","R. Zamani","Giumle Lizeibon","DFFW","White Firebirds",23,1997,0.94,0.05,3.37,2.21,66.75,3.2,2.2,-0.09,0.03,13.51,-0.01,-0.05,0.04,0.47,0.38,0.12,-0.34,-0.42,0.95,43.34,56.66,76.4,567.89,218.89,23.28,24.45,95.53,16.77,24.34,68.15,1.06,2.14,50.01,-0.1,-0.07,0.01,0.85,2.15,2.21,0.02,1.06,1.12,0,3.31,-0.02,3.38,34.48,6.71,19.31,5.63,23.36,5.5,2.19,0.04,-0.01,2.15,1.07,3.37,2.24,0.02,"C",2021
"4179","E. Hor","Nganion","DFFW","White Firebirds",23,1997,23.93,0.09,1.55,0.55,37.09,1.51,0.47,0.03,0.27,15.75,0.26,0.07,-0.02,0.09,0.24,0.17,-0.01,0.04,23.97,44.09,62.19,71.16,807.31,303.34,20.32,23.93,85.15,17.98,23.41,76.43,5.27,12.5,41.94,0.14,0.14,0.03,23.94,1.63,0.84,0.71,0.97,0.11,0.3,0.9,33.35,0.65,10.91,4.06,36.46,3.56,4.71,2.61,1.64,-0.02,-0.07,1.73,1.37,2.97,1.71,0.05,"C",2021
"4182","H. Sat?","Byasier Pujan","FW","White Firebirds",21,1999,8.9,0.26,1.97,0.86,38.81,2.03,0.72,0.24,0.51,16.23,-0.02,0.09,0.03,0.49,0.43,0.11,-0.12,-0.12,8.91,19.27,27.86,69.2,283.23,57.35,12.04,15.25,78.3,5.16,7.48,70.03,1.48,3.15,46.31,0.16,0.06,-0.09,9.07,0.6,0.36,0.04,0.25,0.16,0.17,0.59,16.65,0.52,13.99,3.94,27.79,2.4,5.95,5.73,1.14,0.06,-0.02,1.15,0.33,0.88,0.51,0.07,"C",2021
"4183","X. James","Mico","FW","White Firebirds",26,1994,15.05,0.28,3.05,0.87,31.15,2.95,1.02,0.18,0.32,13.34,-0.04,0.06,-0.02,0.33,0.34,0.17,0.07,0.02,14.97,21.47,30.26,71.29,284.1,64.44,13.7,17.64,78.37,4.99,7.74,63.25,1.18,1.8,65.39,0.36,0.23,0.15,15.08,0.47,0.23,0.09,0.13,0.11,-0.02,1.02,7.17,0.92,22.33,5.96,26.83,1.08,10.31,11,1.06,0.08,0.02,1.03,0.56,0.92,0.95,0.09,"C",2021
"4184","Q. Oren","Redohrainbri","FW","White Firebirds",24,1995,15.98,0.24,2.93,1.15,35.46,2.94,1.01,0.12,0.2,11.64,-0.05,-0.02,0.1,0.32,0.45,0.08,0,-0.03,16.05,22.54,30.02,75.13,305.31,60.2,14.26,17.43,81.97,6.19,8.69,70.57,0.94,1.59,58.39,0.14,0.16,0.05,16.05,0.76,0.51,0.12,0.29,0.25,0.24,1.24,26.25,0.95,19.63,6.54,33.67,0.79,7.28,11.81,1.14,0.05,0.08,1.07,0.35,1.05,0.88,-0.02,"C",2021
"4185","Z. Eshun","Dosqaly","FWMF","White Firebirds",22,1997,20.95,0.2,2.59,1.27,46.39,2.69,1.27,0.16,0.24,17.27,0.21,-0.05,0.02,0.4,0.28,0.12,-0.12,-0.16,21.07,37.46,48.06,77.84,582.01,192.66,21.22,23.88,89.12,11.06,13.53,80.97,3.7,7.86,46.33,0.37,0.37,-0.05,20.93,1.11,0.8,0.21,0.36,0.49,0.14,1.01,19.93,0.72,19.87,6.03,30.3,2.33,7.75,9.61,1.61,-0.03,-0.06,1.39,0.48,1.74,0.63,-0.07,"C",2021
"4186","J. Sharon","Landli Blicporlip","FWMF","White Firebirds",24,1996,5.17,0.09,1.94,1.16,59.92,1.99,1.21,-0.03,0,12.17,-0.08,0.03,0.09,0.25,0.25,0.24,-0.31,-0.25,5.12,15.77,23.59,66.79,209.53,57.81,11.2,13.65,81.44,3.37,6.19,53.01,0.5,1.75,33.23,0.11,0.24,-0.08,5.05,1.46,1.04,0.78,0.35,0.25,0.1,0.69,24.99,0.57,26.93,8.33,30.68,3.07,12.48,11.22,0.75,-0.03,0.02,0.85,0.51,2.05,0.61,0.06,"C",2021
"4187","P. Uddin","Xikong","FWMF","White Firebirds",28,1991,17.13,0.49,1.89,0.88,43.7,1.94,0.83,0.23,0.36,17.45,0.13,0.13,0.2,0.43,0.22,0.12,0.16,0.09,17.12,27.38,35.38,77.34,424.68,101.16,15.69,18.23,85.34,8.13,9.92,83.3,2.37,4.57,53.14,0.22,0.34,-0.14,17.12,0.87,0.38,0.02,0.41,0.43,0.15,1.34,12.45,1.24,19.04,5.69,30.09,1.79,8.14,9.09,0.79,0.04,-0.08,0.77,0.41,1.18,0.19,-0.05,"C",2021
"4193","X. Namuyanja","Esia","MFFW","White Firebirds",18,2002,2.3,0.02,0.44,0,0.08,0.53,0,-0.05,NA,27.04,0.01,-0.04,0.04,0.05,0.07,-0.06,-0.01,-0.06,2.2,23.54,31.35,75.43,364.41,114.05,13.66,16.48,83.32,7.72,9.48,80.94,1.29,3.61,37.58,0.37,0.22,0.29,2.29,3.56,2.79,1.39,1.91,0.54,1.29,5.37,24.93,4.06,40.02,10.92,27.23,13.19,19.41,7.24,2.7,-0.04,-0.1,2.67,2.36,5.91,0.44,-0.02,"C",2021
"4194","X. Natamba","Esia","MFFW","White Firebirds",18,2002,0.09,-0.01,0.09,-0.03,NA,-0.04,0.02,NA,NA,NA,-0.09,-0.01,0.01,0.08,0.04,NA,0.04,-0.07,0.15,50.04,70,71.33,1070.05,-0.07,10.01,30.01,33.34,29.9,30.08,99.9,9.91,10.1,99.97,-0.01,-0.04,0.08,0.03,-0.1,0.09,-0.07,-0.05,0.01,-0.01,0.03,NA,-0.04,20.04,10.08,49.95,-0.07,19.93,-0.02,0.06,-0.07,0.04,-0.01,-0.06,0,0.07,0.02,"C",2021
"4195","J. Pedro","Nganion","MFFW","White Firebirds",22,1998,24.42,0.23,3.13,0.9,27.4,3.1,0.94,0.06,0.2,18.74,-0.03,-0.04,-0.04,0.38,0.28,0.14,-0.14,-0.16,24.3,40.11,51.69,77.98,637.78,195.14,22.33,26,86.19,12.74,16.11,79.11,3.53,5.87,60.19,0.28,0.2,0.23,24.48,1.57,0.95,0.21,0.93,0.23,0.13,1.27,13.84,1.09,18.5,6.59,35.22,2.73,9.07,6.65,0.79,-0.08,0.04,0.95,1.05,2.51,1.12,-0.06,"C",2021
"4202","B. Nambuya","Dosqaly","DFFW","Wicked Gentlefolk",19,2001,16.66,0.11,1.63,0.64,33.35,1.54,0.47,0.11,0.17,16.22,-0.05,-0.02,-0.05,0.17,0.2,0.08,-0.03,-0.13,16.74,20.87,28.07,74.08,321.02,81.6,11.67,14.36,80.82,7.14,8.84,79.63,1.31,2.7,48.8,0.09,0.07,-0.05,16.67,2.28,1.12,1.11,0.46,0.67,0.79,1.74,46.69,0.98,21.73,5.68,25.91,5.52,8.19,7.98,1.54,-0.02,0.09,1.58,0.47,2.67,0.86,-0.1,"C",2021
"4203","H. Jaber","Eastern Niasland","DFFW","Wicked Gentlefolk",20,2000,2.5,-0.04,1.29,0.02,-0.02,1.3,0.05,-0.07,NA,19.39,0.04,0.08,0.02,-0.06,0.14,-0.04,-0.05,-0.1,2.34,33.83,41.25,81.72,516.22,135.4,18.73,20.37,91.76,12.18,14.7,82.97,2.52,5.09,50.07,0.47,0.07,0.29,2.47,1.26,0.42,0.32,0.39,0.35,-0.01,1.34,-0.06,1.22,15.36,6.23,40.59,4.17,3.67,7.5,3.82,0.51,0.01,3.35,0.47,1.66,1.63,0,"C",2021
"4204","G. Oduro","Esia","DFFW","Wicked Gentlefolk",25,1994,3.53,-0.07,2.88,0.23,10.02,2.95,0.22,0.06,0.07,20.9,0.48,0.06,0.05,0.07,0.07,0.06,-0.14,-0.16,3.49,29.42,41,71.99,550.95,134.59,14.83,16.9,88.18,9.14,13.07,69.53,4.77,8.08,60.66,0.55,0.18,0.27,3.41,1.09,-0.02,0.1,0.79,0.2,0.34,1.14,24.95,0.78,16.2,3.78,22.85,4.6,6.21,5.38,1.77,-0.08,0.05,1.72,2.05,3.17,1.49,-0.07,"C",2021
"4205","V. Roger","Esia","DFFW","Wicked Gentlefolk",19,2000,8.31,0.09,1.73,0.43,26.71,1.69,0.56,-0.06,-0.09,14.86,-0.04,0.06,-0.05,0.18,0.27,0.21,-0.2,-0.17,8.34,26.87,35.63,75.63,462.07,117.08,12.89,15.78,81.14,11.21,13.65,82.5,2.27,3.66,61.35,-0.07,0.26,-0.19,8.43,2.5,1.67,1.6,0.78,0.15,1.24,2.78,41.6,1.75,19.03,5.76,30.59,7.68,6.95,4.43,1.74,0.22,0.06,1.6,1.37,3.93,1.22,-0.04,"C",2021
"4206","I. Romano","Iverde","DFFW","Wicked Gentlefolk",17,2002,0.48,-0.07,0.03,0.02,NA,-0.04,-0.04,NA,NA,NA,-0.1,-0.08,0.01,0.04,-0.07,NA,-0.02,0.07,0.43,32.55,44.94,72.19,484.91,87.45,12.52,17.57,71.34,15.1,15.1,100.02,-0.05,2.58,0.02,-0.1,0.02,0.03,0.36,2.55,2.43,2.46,0.01,0.02,0.02,-0.09,NA,0.04,19.94,2.47,12.45,2.56,14.91,2.52,5.01,0.01,-0.09,5.03,-0.08,2.41,2.42,-0.06,"C",2021
"4207","D. Ortíz","Lenia Gerdanho","DFFW","Wicked Gentlefolk",21,1998,21.36,0.48,1.9,0.8,37.59,1.95,0.72,0.23,0.54,15.92,-0.06,0.19,0.05,0.33,0.17,0.09,0.16,0.08,21.34,16.22,23.02,69.84,261.33,75.06,8.64,10.74,81.07,6.08,8.4,71.94,1.25,2.47,48.17,0.14,0.17,-0.09,21.3,2.42,1.42,1.34,0.78,0.19,0.95,2.18,44.69,1.25,14.72,4.24,28.84,4.38,6.01,4.33,1.89,0.09,0.02,1.79,1.12,3.44,0.66,-0.05,"C",2021
"4209","A. Al-Qahtani","Byasier Pujan","FW","Wicked Gentlefolk",16,2003,0.19,-0.06,5.04,-0.07,0.03,5.22,-0.03,-0.07,NA,14.97,0.05,0.02,0,0.06,-0.04,0.01,-0.05,-0.07,0.17,10,9.94,99.91,205.1,-0.05,0.04,0.06,NA,10.02,9.94,100.04,0.08,0.06,NA,-0.01,-0.06,-0.02,0.19,0.08,-0.02,0,-0.01,0.08,-0.02,0.07,NA,0.01,45.03,-0.07,0.05,10.04,19.93,15,-0.06,-0.04,0.09,0.05,4.97,4.99,-0.03,0.07,"C",2021
"4210","A. Azmi","Giumle Lizeibon","FW","Wicked Gentlefolk",23,1997,23.65,0.7,2.85,1.23,41.86,2.78,1.19,0.33,0.58,12.57,0.06,0,-0.01,0.44,0.3,0.06,0.33,0.28,23.61,19.85,28.19,70.42,283.9,44.94,12.06,15.57,77.34,5.75,8.18,70.4,1.21,2.13,59.28,0.26,0.11,0.13,23.75,0.67,0.31,0.01,0.31,0.33,0.03,1.01,4.51,0.97,16.4,4.14,25.55,0.7,6.45,9.25,0.75,0.11,-0.07,0.67,0.39,1.03,0.69,0.07,"C",2021
"4211","N. Almeida","Imaar Vircoand","FWDF","Wicked Gentlefolk",22,1998,10.46,0.65,4.38,1.03,23.81,4.49,1.04,0.03,0.27,17.66,0.03,0.28,0.32,0.69,0.59,0.21,-0.1,-0.28,10.46,14.3,23.16,61.39,251.36,76.15,6.1,8.86,68.56,6.26,9.18,67.71,1.6,2.82,53.25,0.21,0.13,-0.06,10.31,0.5,0.48,0.15,0.2,0.19,-0.05,0.68,0.03,0.85,11.45,2.55,21.8,1.72,3.73,6,1.36,0.47,-0.09,1.09,0.26,0.77,0.65,0.04,"C",2021
"4212","C. Lim","Biarizea","FWMF","Wicked Gentlefolk",29,1990,0.42,-0.02,1.99,0.07,-0.06,2,0.01,0.04,NA,8.02,0.01,0.07,0.08,0.32,0.38,0.21,-0.35,-0.49,0.51,20.01,30.08,66.62,301.91,119.99,12.04,16.04,74.98,5.93,11.95,50.04,2.05,2.09,100.04,0.02,0.02,-0.03,0.42,0.05,-0.1,-0.1,0.09,-0.08,-0.05,2.07,0,2.03,18.09,5.96,33.24,3.9,6.08,8.02,0.06,0,0.01,-0.09,0.06,-0.01,0.04,0.09,"C",2021
"4213","I. Moses","Esia","FWMF","Wicked Gentlefolk",25,1995,16.76,0.11,1.23,0.68,55.09,1.09,0.74,0.23,0.24,15.47,0.06,-0.03,0.16,0.23,0.28,0.16,-0.11,-0.07,16.78,33.51,42.41,79.09,540.78,168.94,17.5,20.71,84.14,12.33,14.88,83.56,2.82,4.31,64.73,0.01,0.2,-0.03,16.73,1.86,1.36,0.79,0.94,0.21,0.43,1.37,29.27,0.94,17.26,4.63,26.87,3.85,7.46,5.77,1.34,0.11,-0.01,1.33,0.99,2.74,0.41,-0.01,"C",2021
"4214","P. Namono","Esia","FWMF","Wicked Gentlefolk",30,1990,10.8,0.45,2.3,0.59,29.2,2.22,0.64,0.19,0.48,18.34,0.48,-0.08,-0.02,0.36,0.33,0.04,0.12,0,10.81,29.4,39.62,74.02,532.27,180.61,12.58,14.82,84.43,12.52,15.6,79.5,3.47,6.61,51.33,0.37,0.23,0.01,10.82,1.48,0.61,0.25,0.7,0.29,0.17,0.84,22.25,0.72,16.44,5.09,31.17,2.85,5.59,8.04,1.04,-0.03,0.04,0.93,0.6,2,0.73,0.04,"C",2021
