"","Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","X90s.1","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","X90s.2","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","Playing.Time.MP","Playing.Time.Starts","Playing.Time.Min","Playing.Time.90s","Performance.GA","Performance.GA90","Performance.SoTA","Performance.Saves","Performance.Save.","W","D","L","Performance.CS","Performance.CS.","Performance.PKatt","Penalty.Kicks.PKA","Penalty.Kicks.PKsv","Penalty.Kicks.PKm","Penalty.Kicks.Save.","League","Year"
"4655","L. Namaganda","Sobianitedrucy","GK","Spicy Pointers",27,1992,31.97,0.03,0.04,-0.05,NA,0.01,-0.05,NA,NA,NA,0.08,0.08,0.09,-0.02,-0.03,NA,0.03,0.09,31.9,758.08,1165.96,64.97,23705.09,14461.01,161.94,162.94,99.4,265.04,270.92,97.74,320.94,720.91,44.51,-0.04,-0.03,0.06,31.97,0.04,-0.1,0.08,0.03,0.08,-0.07,-0.03,NA,-0.04,-0.01,-0.08,0.01,0.16,0.08,-0.06,0.01,0.05,-0.02,0,-0.06,0,0.01,0.1,32.06,31.96,2878.94,32.03,1.45,1.46,4.79,3.56,75.49,0.22,0.43,0.42,0.27,25.07,0.3,0.15,0.04,0.03,-0.04,"D",2021
"4656","R. Martín","Sobianitedrucy","GK","Spicy Pointers",37,1983,3.78,-0.1,-0.09,0,NA,-0.03,0,NA,NA,NA,0.05,0.09,0.05,-0.08,-0.07,NA,-0.04,-0.01,3.8,112.09,136.02,82.33,2689.06,1436.95,39.02,39.01,100.01,44.06,46.05,95.68,29.05,50.94,56.88,-0.01,0.02,0.06,3.64,0,0.09,-0.08,0.04,-0.02,-0.09,0.17,-0.05,0.18,0.86,0.05,-0.05,0.71,-0.04,-0.09,0,0.1,0.01,-0.02,-0.05,-0.09,-0.08,-0.03,3.94,4.07,333.93,3.7,3.04,2.87,5.13,2.15,42.15,-0.02,0.35,0.91,-0.02,0.02,0.02,-0.07,0,0.04,NA,"D",2021
"4688","G. Caputo","Nkasland Cronestan","GK","Strange Pioneers",22,1997,35.06,0,0.04,0.07,NA,0,-0.05,NA,NA,NA,0.07,-0.03,-0.05,0.04,0.03,NA,-0.02,0.02,35.09,695.93,1062.99,65.54,23007.97,15271.9,129.99,129.98,100.03,247.9,256.94,96.49,314.03,672.02,46.63,1.04,0.13,0.93,35.05,0.04,0.1,0.03,0.05,-0.08,-0.06,-0.05,NA,-0.01,0.14,0.1,24.93,0.2,-0.06,0.03,0,-0.08,0.04,0.01,0.05,0.05,-0.06,0.03,35.96,36.02,3148,34.9,1.47,1.5,3.65,2.26,63.36,0.36,0.27,0.45,0.32,22.14,0.2,0.23,0.13,-0.08,20.07,"D",2021
"4689","D. Sorrentino","Sobianitedrucy","GK","Strange Pioneers",30,1990,3.07,0.01,0.07,-0.09,NA,-0.01,-0.07,NA,NA,NA,-0.03,0.06,-0.04,-0.05,-0.03,NA,-0.02,0.01,3.01,48.1,86.99,55.18,2190.06,1757.9,2.01,2.01,99.99,11.92,11.91,99.97,33.95,72.93,46.69,-0.08,-0.01,0.08,3.03,-0.05,-0.01,-0.03,-0.05,-0.1,0.01,0.01,NA,-0.01,-0.01,-0.08,NA,0.03,-0.07,0.08,-0.06,-0.01,-0.03,0.03,-0.03,-0.02,0.05,0,4,2.03,271.93,3.03,1.43,1.32,3.27,2.43,59.97,0.08,0.33,0.34,0.61,99.95,0.34,-0.09,0.42,0,99.95,"D",2021
"4711","E. bin Mohamed","Cabral Retrea","GK","Sugar Bengals",23,1997,1.56,-0.03,0,0.09,NA,-0.09,0.03,NA,NA,NA,0.02,-0.03,0.01,0.06,-0.07,NA,-0.01,-0.08,1.43,52.91,54.99,96.45,1201.03,585.9,15.98,15.97,100.07,28.1,27.92,100.02,8.96,10.91,81.79,0.02,-0.02,0.05,1.53,0,-0.02,-0.01,0.1,0.03,0.04,-0.07,NA,0.01,0.06,0.05,NA,-0.04,0.01,0.1,0.05,0.09,0.05,0.05,-0.08,0.04,0.05,0.05,1.92,0.99,134.9,1.6,0.74,0.64,4.07,3.43,83.38,0.76,-0.08,-0.04,0.08,0.01,0,-0.01,0.04,0.09,NA,"D",2021
"4712","J. Koval","Saintu","GK","Sugar Bengals",36,1984,36.1,-0.02,0.03,-0.06,NA,0.02,0,NA,NA,NA,0.04,0.06,0.04,0.06,-0.08,NA,-0.02,-0.07,35.98,938.03,1089.96,86.06,23550.05,12404.06,200.03,201.09,99.43,493.97,498.01,99.18,240.99,386.09,62.37,0.06,-0.02,-0.05,36.02,-0.03,-0.06,0.1,0.05,-0.02,0.06,0.07,NA,-0.05,0.07,-0.05,33.29,0.02,-0.04,-0.07,-0.04,-0.06,0.07,0.03,-0.03,-0.09,0.08,-0.02,37.09,36.95,3240,36.1,0.82,1,2.96,2.15,72.35,0.77,0.23,0.02,0.3,37.86,0.1,0.12,0.01,0.06,33.27,"D",2021
"4713","A. Berkowitz","Sobianitedrucy","GK","Sugar Bengals",34,1985,0.52,-0.01,-0.04,0.08,NA,-0.02,0.08,NA,NA,NA,0.09,0.07,-0.04,-0.09,0.08,NA,0.02,0.02,0.4,12.97,12.98,99.95,306.09,173.91,5.02,4.91,100.03,5.1,5.04,99.96,3.1,2.92,99.98,-0.07,0,-0.08,0.56,0.02,0.01,0.02,0.09,0.02,0.09,0.09,NA,0.09,0.05,0.1,NA,-0.08,0.09,0.1,-0.04,-0.06,-0.07,-0.08,-0.1,0.07,0.04,2,0.96,0.07,45.05,0.46,2.06,2.05,2.02,1.93,99.91,0.04,-0.01,-0.02,0.01,NA,1.95,2.02,0.02,0.05,0.1,"D",2021
"4738","M. Nyamahunge","Loco Phirema","GK","Wet Flames",32,1988,1.06,-0.09,0,-0.07,NA,0.01,0.1,NA,NA,NA,0.06,0.09,-0.04,-0.05,0.04,NA,-0.07,-0.05,1.08,23.1,28.04,82.07,627.01,415.02,3.03,3.04,100.01,11.98,11.99,100.1,8.05,13.02,61.42,0.02,-0.07,-0.05,0.98,-0.05,0.03,-0.06,0.08,0,0.02,-0.02,NA,0.09,-0.07,0.06,NA,0.06,0.03,0.03,0.04,-0.07,0.08,-0.09,0.1,0.08,-0.03,-0.09,1.1,1.02,90.02,1.05,0.96,0.96,3.02,1.95,66.63,-0.01,1.07,-0.07,-0.05,-0.08,0.08,-0.04,-0.03,-0.07,NA,"D",2021
"4739","A. Whang","Rosvi","GK","Wet Flames",23,1997,4.9,0.09,0,-0.03,NA,0.03,-0.06,NA,NA,NA,-0.02,0.04,0.02,0.02,0.07,NA,0.1,0.08,5.05,120.96,178.92,67.51,3519.98,2150.07,21.07,21.06,100.08,67.99,69.08,98.53,30.95,87.92,35.23,-0.02,-0.05,0.02,4.95,0.27,0.28,0.24,0.03,-0.03,0.21,0.28,99.91,-0.03,0.36,0.14,50,0.46,-0.01,0.09,-0.09,-0.07,0,-0.06,0.04,0.25,0.18,0.24,4.94,5.08,449.95,4.94,1.19,1.2,3.73,2.77,73.69,0.48,0.48,0.1,0.29,20.01,0.18,0.11,-0.08,-0.08,0.02,"D",2021
"4740","V. Guillaume","Sobianitedrucy","GK","Wet Flames",33,1987,32.07,0.04,-0.03,-0.07,NA,-0.08,0.08,NA,NA,NA,-0.01,-0.02,0.06,0.05,0.01,NA,0.09,-0.08,32.08,708.06,1011.92,70.1,20966.97,13379.94,166.93,168.95,98.79,241.94,248.03,97.67,285.06,578.95,49.11,0.07,-0.09,0,31.93,-0.06,0,-0.02,0.09,0.09,0.06,0,-0.04,0.06,0.29,-0.03,-0.04,0.25,0,0.01,-0.08,-0.05,-0.09,0.04,0.06,-0.08,-0.08,-0.02,32.08,31.98,2880.02,31.91,1.93,2.02,4.1,2.25,58.08,0.06,0.39,0.41,0.21,21.89,0.2,0.34,-0.03,-0.05,0.07,"D",2021
"4770","X. Arnaud","Imaar Vircoand","GK","Big Foxes",27,1993,31.9,-0.09,0.03,-0.1,NA,-0.02,0.09,NA,NA,NA,-0.08,-0.04,-0.08,-0.07,0.02,NA,-0.04,0.07,32.05,14.4,31.21,46.33,769.59,640.43,0.76,0.93,86.68,2.12,2.25,94.32,11.47,27.99,41.1,-0.09,0,-0.01,32.03,-0.06,-0.01,0.08,-0.06,0.04,0,-0.06,0.07,0.06,0.02,-0.09,0.06,0.12,-0.03,-0.02,0.05,0.07,0.08,0,0.03,-0.02,0.09,0.2,31.94,31.93,2879.91,32.07,1.45,1.44,3.64,2.45,68.61,0.39,0.38,0.33,0.29,28.04,0.23,0.2,-0.03,0.1,11.06,"E",2021
"4771","G. Chandiga","Nganion","GK","Big Foxes",41,1979,1.96,-0.03,0.08,-0.04,NA,0.04,0,NA,NA,NA,0.1,-0.05,0.07,0.09,-0.1,NA,0.03,-0.1,2.06,15.53,34.47,44.94,836.43,684,0.44,0.54,99.98,1.44,1.49,100.09,13.59,32.5,41.51,-0.02,0.06,0.04,1.97,0.02,-0.04,0.01,0.01,-0.05,0.03,0,NA,-0.06,-0.02,0.02,NA,0.02,0.08,-0.08,-0.06,0.06,0.09,-0.1,0.07,0.03,0.09,-0.01,2.05,1.94,179.92,1.91,1.45,1.42,2.9,1.44,50.09,0.43,-0.04,0.59,0.59,50.01,0.1,0.03,0.04,0,NA,"E",2021
"4772","I. Friedrich","Nganion","GK","Big Foxes",26,1994,3.9,0.08,0.05,0.04,NA,0.09,0.05,NA,NA,NA,0.04,-0.03,0.07,-0.03,0.1,NA,-0.1,0.05,4.08,11.04,30.71,35.88,590.81,469.91,-0.08,-0.03,NA,1.6,1.74,85.8,9.53,28.97,32.77,0.08,0.02,-0.1,3.92,-0.08,0.1,-0.09,0.08,-0.05,0.01,0.19,-0.02,0.2,0.23,0.02,-0.1,0.18,0.04,-0.09,0.08,0.02,-0.03,0.03,0,0.09,0.08,-0.06,4.02,3.95,359.94,4.04,2.46,2.56,3.78,1.49,40.06,-0.06,0.2,0.82,0.05,-0.08,0.21,0.32,-0.05,-0.03,-0.1,"E",2021
"4805","K. Kravchenko","Greri Landmoslands","GK","Deferred Dolphins",26,1994,31.96,-0.09,-0.01,0.09,NA,-0.04,-0.04,NA,NA,NA,0.04,0.04,-0.1,-0.01,0.04,NA,0.08,-0.07,32.1,18.44,33.68,54.91,744.83,549.07,2.1,2.19,100.07,6.19,6.26,98,9.99,24.94,40.08,0,-0.05,0.03,32.07,0.04,0.04,-0.1,0.05,0.09,0.06,0.06,0.07,0.18,0.13,-0.05,0.03,0.26,0.06,-0.09,-0.05,-0.05,-0.06,-0.06,0.09,0.01,-0.01,0.12,31.91,32.04,2880.03,32.06,1.78,1.79,4,2.38,61.17,0.3,0.11,0.53,0.3,25.06,0.24,0.17,0.09,0.13,44.34,"E",2021
"4806","E. Kantono","Nganion","GK","Deferred Dolphins",18,2002,1.06,-0.09,0.05,-0.1,NA,0.1,0.05,NA,NA,NA,0.07,0.09,0.06,0.02,0.04,NA,-0.02,0.09,1.05,16.07,30.01,53.28,759.99,668.04,0.06,-0.01,NA,4.96,4.92,100.08,11,25.1,43.96,0.04,-0.04,-0.04,0.95,0.06,-0.02,0.01,0.1,0.02,-0.05,0.05,NA,-0.06,-0.09,-0.05,NA,-0.01,0.09,-0.07,0.02,0.03,0,0,0.05,-0.02,0.1,-0.08,1.02,0.91,90.02,0.91,1.91,2,6.91,6,85.63,-0.03,0.04,0.94,0.01,-0.05,2.05,0.9,1.07,-0.07,50.01,"E",2021
"4807","Q. König","Nganion","GK","Deferred Dolphins",24,1995,4.95,0,-0.05,0.07,NA,0.03,-0.03,NA,NA,NA,-0.09,0.05,0.08,0.02,0.08,NA,0.08,0.08,5.02,14.86,30.14,48.94,640.23,497.54,1.32,1.42,99.99,4.37,4.65,95.73,9,24.23,37.26,-0.02,-0.05,-0.06,5.08,0,0.04,0.04,-0.02,-0.1,-0.02,-0.04,NA,-0.01,0.3,0.21,99.94,0.21,0.07,0.04,-0.03,0.06,0.01,0.1,-0.09,0.08,0.32,0.01,4.98,4.93,450.01,5.05,1.67,1.63,4.79,3.28,66.76,0.1,0.14,0.5,0.3,19.92,0.09,-0.06,-0.04,0.08,NA,"E",2021
"4838","C. Shevchenko","Nganion","GK","Delta Colts",31,1989,25.07,-0.04,-0.03,-0.04,NA,0.06,0.02,NA,NA,NA,0.02,0,0.03,0.04,-0.06,NA,0.07,-0.09,25.01,16.67,31.95,52.04,648.56,474.24,1.66,1.68,97.7,6.3,6.25,99.93,8.73,23.97,36.21,-0.07,-0.05,-0.05,25.04,-0.1,0.03,0,-0.02,-0.04,-0.06,0.1,0.09,0.02,0.31,-0.06,-0.09,0.28,0.01,0.02,-0.01,0.1,-0.02,0.05,-0.07,0.06,-0.02,0.02,25.06,25.01,2249.9,24.94,1.55,1.54,4.55,3.02,67.9,0.24,0.36,0.45,0.03,8,0.2,0.2,0.09,-0.03,-0.05,"E",2021
"4839","F. Dauda","Nganion","GK","Delta Colts",34,1986,12.94,0.02,0.01,0.05,NA,-0.03,-0.07,NA,NA,NA,0.05,0.03,0.08,-0.08,-0.02,NA,-0.06,0.06,13.03,15.36,31.63,48.72,660.25,478.88,1.04,1.03,99.99,4.93,4.92,99.95,9.33,25.45,36.45,0.08,-0.09,-0.04,13.02,0.05,-0.04,0.06,-0.03,-0.08,0.07,0.1,0.09,0.14,0.07,0.03,NA,-0.09,-0.06,-0.02,0,0.01,-0.04,-0.03,-0.05,0.04,-0.01,-0.1,13.01,12.95,1169.92,12.93,1.33,1.34,3.4,2.16,65.04,0.02,0.49,0.47,0.17,7.64,0.21,0.21,-0.04,0.09,-0.09,"E",2021
"4866","W. Abeja","Esia","GK","Festive Governors",28,1992,30.92,-0.09,0.09,-0.02,0.02,0.12,-0.06,0.04,NA,17.98,-0.01,-0.03,-0.08,0,-0.04,0.08,0.05,-0.05,30.92,29.62,33.31,89.04,782.48,465.11,5.43,5.5,99.95,14.69,14.73,98.8,9.44,12.91,73.01,-0.07,-0.07,0,30.93,-0.1,0.02,-0.05,-0.08,-0.09,0.04,0.01,-0.07,0.03,0.08,-0.01,0.08,0.06,0,0.01,0.09,-0.06,0,-0.09,0.09,0.09,0.1,0.08,30.99,30.9,2789.92,31.06,1.09,1.01,3.23,2.41,71.56,0.73,0.08,0.17,0.34,35.56,0.02,0.02,-0.02,-0.04,-0.02,"E",2021
"4867","G. Kyobutungi","Lefghau","GK","Festive Governors",31,1989,6.92,0.03,0.05,0,NA,0.1,-0.09,NA,NA,NA,-0.07,0.06,-0.06,0.06,-0.06,NA,-0.09,0.08,7.04,29.98,34.04,87.85,677.46,341.48,7.76,7.62,99.92,15.06,15.07,99.11,6.86,10.75,64.05,-0.01,0.05,-0.03,6.94,0.05,0.09,-0.05,-0.03,-0.09,-0.03,0.21,-0.01,0.06,0.07,0.05,NA,0.03,-0.1,-0.09,-0.06,0.01,-0.01,0.06,-0.04,0.05,0.09,0.15,7.03,7.09,630.06,6.94,0.79,0.84,3.08,2.39,81.03,0.4,0.38,0.25,0.46,42.98,0.35,0.22,-0.04,-0.05,0.01,"E",2021
"4891","B. Brandt","Nganion","GK","Flying Penguins",27,1993,27.91,-0.06,-0.04,-0.07,NA,0.02,0.07,NA,NA,NA,0.07,0.02,0.09,-0.1,-0.06,NA,0.02,-0.03,27.94,14.26,30.67,46.72,750.47,628.34,0.42,0.47,100.1,2.12,2.15,99.99,11.54,27.84,41.74,0.05,-0.07,-0.05,27.98,0.07,-0.03,0.08,-0.02,-0.05,-0.06,0.11,-0.05,-0.05,0.2,-0.01,-0.1,0.14,0.08,-0.04,0.07,-0.02,0.08,0.13,0.09,-0.1,0,0.04,28.03,28.09,2520.01,28.04,1.14,1.18,2.77,1.78,66.61,0.25,0.25,0.41,0.43,35.79,0.25,0.11,0.13,-0.03,14.3,"E",2021
"4892","V. Awio","Nganion","GK","Flying Penguins",26,1993,10.09,0.03,0,0.07,NA,0.06,0.09,NA,NA,NA,-0.08,-0.02,-0.01,0.06,0.03,NA,0.08,0.02,10.04,16.16,27.63,58.38,696.4,507.05,0.87,0.97,100.07,5.25,5.13,100.07,10.02,21.57,46.59,-0.1,0.09,0.02,10.03,0.01,-0.03,-0.01,-0.05,0.01,-0.02,0.09,NA,0.04,-0.09,0.09,NA,0.02,0.05,0.06,0.02,0,-0.05,0.09,-0.08,-0.06,-0.03,0.03,9.99,9.94,900.03,10.01,1.26,1.18,2.99,1.97,63.39,0.37,0.25,0.4,0.4,39.92,0.09,0.13,-0.1,-0.02,0.06,"E",2021
"4923","F. De Groot","Nganion","GK","Hideous Spiders",22,1998,22.09,-0.06,0.08,-0.08,0.06,0.02,0.01,-0.06,NA,16.97,-0.05,0.02,-0.06,0.08,-0.1,0,-0.06,0.07,21.95,27.98,37.28,74.81,835.49,456.82,3.86,3.84,98.78,12.57,12.71,98.56,11.07,20.01,54.62,-0.09,-0.07,-0.02,22.09,0.07,0.09,0.1,-0.07,-0.07,-0.04,0.05,0.09,0.18,0.27,0.16,59.93,0.17,0.02,0.07,0.03,0,-0.01,-0.05,0.05,0.07,0.03,0.03,21.95,22.08,1979.98,21.99,1.46,1.42,4.14,2.78,67.46,0.2,0.2,0.6,0.28,22.68,0.08,0.16,0.08,0.07,-0.09,"E",2021
"4924","J. Martin","Nganion","GK","Hideous Spiders",33,1986,15.91,-0.02,0.02,0.02,NA,0,-0.07,NA,NA,NA,-0.01,0.08,0.09,-0.02,0.08,NA,-0.09,0.02,16.08,24.07,35.32,68.22,686.68,421.87,4.47,4.42,100.02,11.39,11.55,99.49,7.84,19.12,41.7,0.1,-0.06,-0.09,16.05,-0.01,0.04,-0.03,-0.09,0.01,0.03,-0.1,NA,-0.08,-0.05,0.08,NA,-0.07,0.03,0.1,0.04,-0.03,0,0.09,0.05,0.03,0.03,0.1,16.05,15.93,1440.02,16.06,1.37,1.23,3.03,1.99,64.08,0.04,0.54,0.37,0.21,24.99,0.28,0.18,0.06,-0.04,-0.07,"E",2021
"4953","I. Ajiko","Nganion","GK","Horrible Bison",25,1995,38.03,0.01,-0.02,-0.08,NA,0,0.01,NA,NA,NA,-0.03,0.05,0.02,0.01,0.04,NA,0.1,-0.02,37.99,22.42,31.79,71.15,692.66,433.6,3.9,3.96,98.05,10.02,10.1,98.41,8.71,17.55,49.51,-0.01,-0.07,0.05,37.96,0.07,0.08,-0.01,0.07,0.08,-0.01,0.12,0.07,0,0.13,0.1,0.07,0.14,-0.08,0.07,0.03,-0.01,0.09,0,-0.1,0.08,0.05,0.02,37.94,37.97,3420.08,37.99,1.02,0.92,2.7,1.83,65.08,0.46,0.33,0.21,0.29,36.73,0.07,0.14,-0.01,0.01,25.03,"E",2021
"4978","E. Lungu","Nganion","GK","Mad Bees",23,1997,8.09,0.03,-0.09,-0.02,NA,-0.04,-0.01,NA,NA,NA,-0.04,0.09,0,-0.1,0.04,NA,-0.02,-0.07,8.01,24.59,33,74.52,681.1,411.52,6.26,6.29,100.07,9.33,9.49,97.48,8.67,16.45,52.36,-0.01,-0.05,-0.04,8.02,0,0,-0.01,-0.07,-0.05,0,0.08,0.03,0.19,0.36,0.05,-0.08,0.46,-0.06,0.06,-0.04,-0.04,0.04,-0.06,-0.05,0.05,0.14,0.1,7.98,8.04,719.95,8.09,1.39,1.3,5.03,3.19,73.29,0.04,0.4,0.56,0.19,12.53,0.13,0.08,-0.06,0.23,NA,"E",2021
"4979","K. Nkhoma","Nganion","GK","Mad Bees",24,1995,0.92,-0.06,0.04,-0.05,NA,-0.1,0.08,NA,NA,NA,0.08,-0.04,0.1,0.04,0.01,NA,0.05,-0.05,1,19.04,28.97,65.52,428.08,271.09,7.03,6.93,99.91,8.01,9.01,88.86,3.09,12.09,24.96,0.09,-0.03,0.03,0.93,0.04,0.07,0.07,-0.04,0.05,0.05,-0.04,NA,0.03,0.06,0.03,NA,0.01,-0.05,0.04,0.05,0.07,-0.08,0.1,-0.05,0.09,0.05,0.08,1.06,0.99,90.09,0.96,2.06,2.04,4.05,2.03,50.04,-0.06,-0.01,0.92,-0.07,0.01,-0.08,-0.05,-0.02,-0.04,NA,"E",2021
"4980","R. Martino","Nganion","GK","Mad Bees",29,1991,28.95,0,0.03,-0.01,NA,0.01,-0.06,NA,NA,NA,0.08,0.03,-0.06,-0.03,-0.03,NA,0.01,-0.06,28.99,24.15,31.76,75.77,640.03,377.82,5.1,5.04,99.32,10.47,10.67,98.8,7.92,15.38,51.01,-0.04,-0.05,-0.07,29.02,-0.06,-0.01,0.05,0.08,0.08,-0.05,-0.03,NA,-0.02,0.13,0.1,16.61,0.22,0.03,0.06,0.09,-0.01,0.04,-0.03,-0.03,0.03,0.14,0.08,28.98,28.97,2609.92,29.1,1.42,1.47,4.1,2.71,65.38,0.3,0.46,0.3,0.11,10.27,0.13,0.13,-0.05,0.03,0.06,"E",2021
"5015","Y. Ruggiero","Southern Ristan","GK","Mad Kingsmen",28,1992,37.99,-0.01,-0.04,0.06,NA,0.05,-0.02,NA,NA,NA,0.02,0.1,-0.09,0.05,0.09,NA,0.02,0.07,37.96,28.23,34.46,82.29,755.75,389.89,4.2,4.39,98.75,16.18,16.22,99.67,7.59,13.6,56.47,0.07,0.03,-0.02,37.91,-0.04,-0.08,0.05,0.04,0.07,-0.03,-0.04,NA,0.04,0.11,0.13,33.31,0.18,-0.03,-0.02,0.01,-0.02,-0.09,0.09,-0.08,-0.09,0.02,0.18,37.98,38.1,3420.09,37.9,0.7,0.73,2.87,2.43,81.11,0.72,0.26,0.08,0.42,44.78,0.25,0.26,-0.02,-0.03,22.18,"E",2021
"5040","L. Sakurai","Nganion","GK","Orange Giants",31,1988,3.3,-0.09,0.09,-0.1,NA,-0.03,-0.07,NA,NA,NA,0,0.07,-0.04,0.1,0,NA,0.06,-0.08,3.23,23.21,34.5,67.59,964.12,715.76,2.16,2.5,87.42,5.43,5.44,100.09,15.56,26.34,58.51,0.09,0.03,0.01,3.28,0.01,0.06,-0.09,-0.01,-0.08,0.05,-0.07,NA,-0.08,0.06,-0.08,NA,0.08,0.04,0.05,0,-0.07,-0.09,0.02,0.02,0.09,0,0.02,3.93,2.91,300.05,3.36,0.82,0.98,1.62,0.7,39.9,-0.02,0.23,0.62,0.08,0.01,0.06,0.05,-0.08,0.05,NA,"E",2021
"5041","M. Murmu","Rosvi","GK","Orange Giants",28,1992,34.7,-0.05,-0.03,0.02,0.08,0.06,-0.06,0.01,NA,43.94,-0.03,0.03,-0.01,0.07,-0.07,0.14,-0.11,0.08,34.66,16.74,31.07,54.13,791.33,619.21,1.46,1.33,100.1,4.91,4.94,98.35,10.48,24.46,42.47,-0.1,0.08,-0.07,34.65,0.1,0.05,-0.03,0.06,0.08,0.06,0.11,0.04,0.14,0.16,0.04,-0.04,0.21,0,-0.02,0.09,-0.02,0.04,0.04,-0.03,0.06,0.05,-0.06,34.97,34.9,3119.94,34.7,1.47,1.44,3.73,2.31,64.13,0.07,0.25,0.53,0.28,25.61,0.15,0.02,-0.07,0.03,24.99,"E",2021
"5070","F. K?rkli?š","Imaar Vircoand","GK","Plane Janes",28,1992,2,0.06,-0.08,0.02,NA,0.01,0.08,NA,NA,NA,0.06,-0.09,-0.09,0.03,-0.06,NA,0.02,0.01,1.97,38.41,48.1,80.17,1069.04,533.99,5.51,5.41,99.95,19.02,18.93,99.97,14,23.07,60.9,-0.04,0.09,-0.02,2.08,-0.06,0.07,-0.04,-0.01,-0.04,0,-0.01,NA,0.01,-0.05,-0.06,NA,-0.02,0.1,-0.06,0.1,0.01,0.09,0.02,0.07,0.05,-0.01,-0.05,2,2.04,179.99,2.07,2,1.99,3.93,2.04,50.06,0.02,0.09,1.09,0.02,0.08,-0.04,0.05,-0.09,-0.03,NA,"E",2021
"5071","G. Leung","Nganion","GK","Plane Janes",31,1989,36.02,-0.04,0,-0.05,NA,0.03,-0.08,NA,NA,NA,-0.01,-0.07,0.08,-0.04,-0.02,NA,0.09,-0.05,36.05,28.66,36.25,78.97,825.61,477.59,4.95,4.9,100.04,14.21,14.42,98.58,9.45,16.81,56.07,-0.04,-0.09,0.09,36.08,0.04,-0.06,0.06,-0.03,0,0.01,0.05,0.01,0,-0.03,0.09,0.01,0.11,0.01,0.03,0,-0.05,0.04,-0.01,-0.09,0.07,0.01,0.07,36.09,36.1,3239.99,36.05,1.23,1.08,3.1,2.38,70.15,0.43,0.4,0.27,0.28,27.74,0.17,0.22,0.13,0.1,12.54,"E",2021
"5097","S. Nuwagira","Saintu","GK","Polar Kangaroos",27,1993,38.05,-0.06,0.03,-0.02,NA,-0.1,0.02,NA,NA,NA,-0.09,-0.07,0.06,0.01,0.1,NA,0.03,-0.1,37.95,16.92,26.33,63.99,621.9,410.06,1.83,1.79,99.94,5.78,5.73,98.14,9.28,18.5,49.62,-0.05,-0.08,-0.07,37.92,0.04,0,-0.1,0.07,-0.07,0.04,-0.09,NA,-0.02,-0.03,0.05,0.04,-0.02,0.07,-0.08,0.09,0.06,0.02,0.01,-0.08,0.05,0.14,0.12,37.92,37.99,3419.94,38.08,0.71,0.62,3.2,2.58,80.02,0.62,0.29,0.16,0.42,47.35,0.12,0.01,-0.01,0.08,66.79,"E",2021
"5122","L. Antwi","Nganion","GK","Punctual Leopards",23,1997,19.72,-0.07,0.05,0.04,NA,-0.04,-0.09,NA,NA,NA,0.07,0.03,-0.05,0.1,-0.07,NA,0.03,-0.06,19.8,20.51,34.49,59.2,627.46,403.4,3.71,3.57,99.97,9.42,9.46,98.48,7.29,21.28,34.38,-0.08,-0.01,0.01,19.74,-0.05,0.03,0.07,0,0.01,0.05,0.05,0.08,0.06,0.2,0.02,0.09,0.03,-0.05,0.03,0.02,0.08,-0.05,0.06,-0.08,0.05,0.09,-0.01,21.1,19.07,1780.95,19.88,1.61,1.62,3.56,2.32,66.64,0.25,0.34,0.27,0.34,26.38,0.36,0.23,0.06,0.1,14.35,"E",2021
"5123","Z. Fabre","Nganion","GK","Punctual Leopards",25,1995,18.12,0.08,0.06,-0.07,NA,0.07,-0.07,NA,NA,NA,-0.03,0.08,0.03,0.04,0.06,NA,-0.05,0.09,18.27,25.76,36.49,70.82,764.47,459.69,5.33,5.31,99.09,10.83,11.09,99.55,9.41,20.16,47.3,0.09,0.09,0.07,18.13,-0.05,0.05,-0.06,-0.1,0.1,-0.04,0.03,NA,-0.08,0.28,-0.07,0.08,0.3,0,-0.06,0.05,-0.09,-0.06,0,-0.01,-0.03,0.01,0.14,18.94,19.02,1636.97,18.17,1.41,1.53,3.27,1.77,56.7,0.41,0.26,0.38,0.23,21.11,0.12,0.01,0.09,0.02,-0.02,"E",2021
