"","�..Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"4993","O. Seah","Dosqaly","DF","Mad Kingsmen",25,1995,24.4,0.09,0.47,0.13,16.62,0.42,0.11,0.07,0.56,18.96,-0.09,-0.03,-0.09,0.02,-0.06,0,-0.06,-0.06,53.98,60.15,89.82,879.56,248.02,29.38,30.84,94.93,19.5,21.37,91,4.48,6.07,73.63,0.09,0.04,-0.05,0.78,2.12,1.02,0.2,3.07,1.25,0.75,0.79,0.22,0.14,0.46,0.99,54.16,0.53,7.96,2.77,35.16,3.51,2.53,1.84,1.66,0.24,0.08,1.42,1.09,2.22,1.28,0.06,"E",2021
"4994","V. Andersson","Dosqaly","DF","Mad Kingsmen",27,1993,30.17,0.03,0.46,0.1,23.53,0.66,0.18,0.16,0.5,8.82,-0.04,0,0.03,0.09,0.08,0.12,0.02,-0.04,52.54,57.64,91.12,1200.47,326.74,12.39,13.19,92.62,28.51,29.96,95.59,11.45,13.73,83.18,-0.09,0.01,-0.06,0.06,3.36,-0.04,0.01,2.89,0.88,0.43,0.51,0.27,0.07,0.42,0.66,57.03,0.35,6.05,2.01,31.83,3.21,2.5,0.39,1.42,0.7,0.02,0.76,1.17,2.08,4.93,0.02,"E",2021
"4995","C. Pavlovi?","Lefghau","DF","Mad Kingsmen",22,1998,12.66,0.15,1,0.26,24.93,0.89,0.23,0.16,0.42,10.55,-0.01,-0.03,-0.03,0.04,0.02,0.03,-0.06,0.07,55.28,61.04,90.43,1251.2,340.49,14.8,15.83,94.09,27.58,28.69,96.17,12.1,15.53,79.03,0.03,-0.07,0.09,0.09,2.34,0.08,0.13,1.83,1.78,1.04,1.34,0.52,0.05,0.57,1.44,42.13,0.78,9.05,3.19,36.23,5.03,3.25,0.81,1.65,0.47,-0.05,1.19,1.69,3.34,5.69,0.01,"E",2021
"4996","M. Kayesu","Lefghau","DF","Mad Kingsmen",32,1988,11.74,-0.07,0.98,-0.07,0.07,1.08,-0.1,0.06,NA,20.63,0.07,-0.01,0.05,-0.01,0.04,0.02,-0.08,-0.04,60.39,74.42,81.02,1016.16,346.38,32.63,36.26,89.96,20.68,23.87,87.08,5.63,11.3,49.96,0.25,0.03,0.13,1.33,6.44,2.21,0.8,6.95,2.14,1.38,0.87,0.49,0.91,0.84,2.09,39.92,1.33,12.41,4.15,33.05,4.21,4.12,4.13,1.89,0.19,-0.07,1.67,0.79,2.87,2.15,-0.03,"E",2021
"4997","A. Richard","Nganion","DF","Mad Kingsmen",34,1986,14.12,0.21,1.04,0.21,26.68,1.14,0.26,0.08,-0.05,12.09,0.11,0.11,0.1,0.33,0.15,0.18,-0.17,-0.09,71.92,78.45,91.82,1671.26,542.47,19.51,21.02,93.29,34.43,36.16,95.33,17.51,20.04,87.79,-0.05,0.01,-0.01,0.22,7.36,0.24,0.16,4.31,1.36,0.78,0.75,0.63,0.1,0.35,0.92,42.93,0.61,6.79,2.82,40.21,3.28,2.77,0.89,1.19,0.27,0.1,1.01,1.08,2.46,3.3,0.1,"E",2021
"4998","B. Bwambale","Nganion","DF","Mad Kingsmen",20,2000,1.07,0.06,-0.07,-0.05,NA,-0.09,0,NA,NA,NA,0.05,-0.01,0.09,0.06,-0.06,NA,-0.02,-0.07,59.04,63.59,92.89,1321.73,394.42,12.68,13.65,93.38,35.5,35.46,99.91,9.96,13.66,73.2,-0.01,-0.03,0.1,0.09,4.55,0.07,-0.02,1.78,2.76,0.98,0.84,1.88,-0.09,0.08,1.8,0.06,1.73,8.14,2.73,33.22,4.53,3.74,-0.09,2.78,2.77,-0.09,-0.05,0.87,3.69,10.04,-0.06,"E",2021
"4999","D. Huda","Nganion","DF","Mad Kingsmen",30,1990,22.29,0,0.46,0.17,27.33,0.58,0.07,0.02,0.32,16.38,0.05,-0.09,0.03,0.08,0.02,0.06,-0.11,-0.04,50.65,55.72,90.64,992.92,325.85,19.33,20.54,94.18,23.28,24.5,95.19,7.45,9.87,76.65,-0.03,0.07,-0.05,0.21,3.31,0.22,0.03,2.46,1.58,0.87,0.85,0.69,0.09,0.62,1.5,34.37,0.99,11.71,4.19,35.41,5.27,5.04,1.26,1.21,0.41,0.11,0.81,1.64,3.24,3.32,0.06,"E",2021
"5000","G. Nakalema","Nganion","DF","Mad Kingsmen",19,2001,3.5,-0.01,0.02,-0.01,NA,-0.03,0.02,NA,NA,NA,0.06,0.07,-0.06,0.1,-0.04,NA,0.05,0.08,71.01,79.96,88.99,1069.46,315.62,40.7,43.49,93.34,24.25,26.96,90.3,4.19,5.81,74.96,0.34,0.07,0.25,1.18,4.34,2.1,0.91,3.22,1.06,0.64,0.28,0.85,0.04,0.2,1.46,19.92,1.22,18.28,4.92,26.63,5.73,8.78,3.69,2.08,0.31,0.07,1.64,1.76,2.85,2.64,0.01,"E",2021
"5001","N. Quinn","Nganion","DF","Mad Kingsmen",24,1995,9.15,0.12,0.36,0.22,66.69,0.3,0.18,0.59,0.9,9.44,0.01,0,-0.07,0.11,0.04,0.21,0.05,0.16,43.78,50.68,86.49,719.03,194.35,22.33,23.6,94.03,17.9,20.93,85.92,2.72,4.2,65.74,0.09,0.14,-0.01,0.9,1.25,1.33,0.94,1.69,1.58,0.55,0.67,0.72,-0.07,0.47,0.68,57.05,0.41,13.08,3.09,24.15,5.46,5.14,2.42,1.62,0.32,-0.09,1.39,0.94,2.37,1.16,-0.08,"E",2021
"5002","R. Morin","Nganion","DF","Mad Kingsmen",28,1992,10.58,0.01,0.91,0.22,20.01,0.92,0.18,0.06,0,23.47,0.03,-0.02,-0.05,-0.01,0.13,0.05,-0.09,0.01,66.06,77.55,85.19,1247.79,341.68,29,31.66,91.53,26.95,30.23,89.42,9.38,12.54,75.9,0.24,0.09,0.06,0.91,2.67,1.69,0.5,4.89,3.03,1.9,1.31,1.27,0.43,1.55,2.37,67.97,0.74,13.91,5.4,38.84,5.65,5.27,3.05,2.83,0,-0.03,2.84,1.55,4.43,1.69,0.04,"E",2021
"5003","G. Yunusa","Nganion","DFFW","Mad Kingsmen",29,1991,20.42,0.19,1.13,0.39,36.32,0.97,0.37,0.06,0.22,18.84,-0.05,-0.07,0.08,0.16,0.12,0.04,0.05,0.06,59.31,69.88,84.95,1052.42,315.68,29.32,32.09,91.56,22.22,25.11,88.62,6.71,9.73,67.92,0.28,0.28,0.06,2.1,4,2.31,0.94,4.78,3.12,2.05,1.75,1.04,0.46,0.76,2.04,34.94,1.36,19.15,6.16,32.42,6.97,8.25,3.99,1.7,0.07,0.04,1.66,0.71,4.01,1.32,0.08,"E",2021
"5004","K. Umar","Nganion","DFFW","Mad Kingsmen",20,2000,1.52,0.1,0.61,0.09,0,0.78,0.01,-0.04,NA,14.95,0.02,0.1,0.02,0.08,0.22,0.15,-0.07,-0.15,45.91,54.07,85.25,718.6,211.98,25.98,27.98,92.84,16.65,18.69,89.2,2.73,6.03,44.45,0.68,0.23,0.46,1.29,1.94,0.58,-0.04,6.03,2.63,0.69,0.65,1.26,0.66,0.09,-0.1,NA,-0.07,16.03,7.32,45.73,4.76,8.74,2.58,1.35,0,-0.07,1.38,0.71,3.35,4.05,0.02,"E",2021
"5011","Q. Lou","Nganion","FWDF","Mad Kingsmen",18,2001,1.54,0.02,0.71,0.71,99.93,0.63,0.65,-0.09,-0.01,25.3,-0.1,0.07,-0.09,-0.08,-0.07,0.02,0.04,0.04,50.6,61.39,82.6,778.66,211.23,25.4,28.79,88.48,19.32,22.79,85.3,2.6,3.37,79.99,0,-0.09,-0.03,0.68,1.97,2.62,0.59,6.07,1.29,0.61,0.67,0.64,-0.06,0.03,0.61,-0.02,0.7,13.25,3.95,29.97,5.98,4.6,2.77,0.59,0.04,-0.1,0.57,2,3.42,1.91,0,"E",2021
"5020","A. Mugisha","Nganion","MFDF","Mad Kingsmen",20,2000,2.4,0.08,0.92,-0.08,0.01,0.88,0.1,-0.09,NA,28.96,0,0.07,0.03,0.03,-0.04,-0.05,0,0.07,67.06,72.97,91.9,1212.81,254.54,32.52,34.28,95.19,23.25,25.81,90.27,9.54,10.86,88.54,-0.04,-0.04,0,0.84,6.28,0.48,0.5,4.2,2.49,1.15,1.17,0.9,0.39,1.3,3.74,33.23,2.44,30.42,7.9,25.93,10,16.27,4.09,3.4,0.84,-0.01,2.55,0.84,3.41,2.49,-0.04,"E",2021
"5023","F. Taruvinga","Greri Landmoslands","DF","Orange Giants",28,1992,29.39,0.01,0.45,0.07,23.18,0.53,0.15,-0.01,-0.01,11.11,0,0.02,0.03,0.05,0.07,0.13,-0.02,0.03,27.09,38.29,70.54,681.59,223.31,5.69,6.97,83.22,12.89,15.76,80.96,8.18,14.82,55.05,0.13,0.02,0.07,0.06,2.89,0.22,-0.01,2.34,1.7,0.79,1.32,0.39,0.05,0.5,1.46,38.91,0.78,7.07,2.58,36.13,4.36,2.07,0.54,1.73,0.56,0.11,1.16,1.41,3.01,7.51,-0.07,"E",2021
"5024","I. Beh","Greri Landmoslands","DF","Orange Giants",25,1995,12.65,0.09,0.17,0.01,0.1,0.14,-0.06,0.07,NA,19.94,0.03,-0.1,-0.05,-0.06,0.03,-0.02,0.02,0.04,38.94,55.68,69.75,790.27,383.61,15.34,17.51,86.83,16.81,22.87,73.66,6.21,12.99,48.42,0.18,0.2,0.07,1.21,3.78,0.98,0.73,4.26,2.2,1.36,1.33,0.64,0.3,0.97,1.93,47.95,0.94,9.77,2.72,28.16,4.04,3.65,2.1,2.45,0.29,-0.04,2.15,1.47,3.68,3.43,-0.01,"E",2021
"5025","S. Nansamba","Imaar Vircoand","DF","Orange Giants",28,1992,12.24,0.18,0.27,0.1,66.66,0.23,0.18,0.27,0.56,18.52,0.09,0.1,0.18,0.25,0.05,0.27,0.01,-0.1,33.83,44.51,76.28,912.75,226.37,6.23,7.58,81.73,15.38,19.09,81.29,12.07,17.12,70.54,0.05,-0.05,0.08,0.07,1.89,0.03,0.07,2.14,0.73,0.74,0.32,0.29,-0.07,0.23,0.68,37.57,0.38,4.72,2.32,48.22,2.38,2.1,0.4,1.23,0.58,-0.04,0.81,1,1.69,7.18,0.15,"E",2021
"5026","A. Hudák","Nganion","DF","Orange Giants",29,1990,17.05,-0.1,0.65,0.13,9.98,0.6,0.09,-0.05,-0.01,12.99,-0.06,-0.04,0.01,0.03,-0.02,0.03,-0.09,-0.11,27.13,37.5,71.95,694.33,225.9,5.03,6.56,74.23,14.49,17.4,83.3,7.47,12.9,57.33,-0.05,-0.09,0.06,0.08,1.66,-0.04,-0.07,2.22,0.8,0.65,0.37,0.35,-0.03,0.45,0.69,53.81,0.29,6.21,2.65,42.47,3,3.08,0.19,0.8,0.27,0,0.49,0.9,1.74,6.24,0.14,"E",2021
"5027","A. Tio","Nganion","DF","Orange Giants",33,1987,31.24,0,0.9,0.08,7.34,0.89,-0.01,0.09,-0.08,26.77,0.23,-0.07,-0.09,-0.05,0.06,0.05,0.05,-0.09,46.28,60.2,76.92,1114.09,390.33,13.58,15.19,89.85,19.69,22.99,85.21,12.59,20.75,60.79,0.02,-0.04,0,0.31,5.15,0.54,0.1,4.88,1.76,1.04,1.2,0.51,0.11,0.8,1.53,46.07,0.86,7.53,2.38,30.91,3.38,3.23,0.94,1.89,0.45,-0.03,1.45,1.8,3.55,4.47,0.04,"E",2021
"5028","C. Lunyolo","Nganion","DF","Orange Giants",24,1996,1.22,-0.07,1.75,0.87,50.01,1.71,0.89,-0.06,-0.05,26.74,-0.05,0.07,-0.03,-0.02,-0.09,0.12,0.1,-0.02,62.54,82.53,75.88,1215.07,485.72,24.96,28.24,88.25,26.63,33.25,80.07,9.99,19.15,52.16,0.02,0.23,-0.25,3.39,2.55,4.15,2.49,6.64,4.25,2.6,-0.08,2.51,1.7,1.64,2.45,66.74,0.77,12.4,4.24,33.25,3.32,7.56,1.7,1.73,-0.02,0.04,1.66,-0.06,4.08,5.05,0.1,"E",2021
"5029","C. Yousef","Nganion","DF","Orange Giants",21,1999,0.64,0.06,0.08,0.06,NA,0.05,-0.07,NA,NA,NA,0.1,-0.08,-0.02,0.05,0.1,NA,0.01,0.04,48.55,61.38,79.06,995.64,447.05,11.34,12.88,88.81,30,35.73,84.1,7.14,9.94,71.43,0.06,0.06,0.09,-0.08,2.85,0.07,0.03,5.7,2.95,2.93,2.88,0.03,0.03,1.42,4.29,33.27,2.88,15.74,7.21,45.54,11.5,4.33,0.04,1.47,0,0.08,1.44,0.1,2.81,8.57,0.04,"E",2021
"5030","H. Gumisiriza","Nganion","DF","Orange Giants",30,1989,10.07,-0.05,0.26,-0.03,-0.1,0.27,0.02,-0.02,NA,27.54,-0.01,-0.05,-0.09,0.1,0.08,0.04,-0.01,0.01,50.91,68.19,74.67,1071.23,423.29,19.43,21.44,90.26,21.4,26.1,81.67,9.96,19.09,52.06,-0.03,0.05,-0.11,1.04,4.36,1.37,0.7,5,1.78,0.97,0.85,0.37,0.51,0.82,1.3,57.03,0.54,7.81,3.22,40.43,3.05,3.17,1.6,1.54,-0.07,0,1.55,1.04,2.84,3.14,0.18,"E",2021
"5031","U. Businge","Nganion","DF","Orange Giants",27,1992,12.54,-0.01,0.49,-0.08,-0.02,0.43,0.1,-0.05,NA,24.06,-0.06,0.02,0.07,0,-0.03,0.08,-0.09,-0.09,33.97,48.4,69.98,655.53,259,14.29,17.15,82.9,14.07,19.78,70.42,5.02,9.89,51.55,0.26,0.1,0.01,0.75,3.06,0.85,0.55,2.45,1.8,1.44,1.12,0.45,0.32,0.76,1.01,64.21,0.35,10.52,3.52,33.59,4.68,3.94,1.88,1.93,-0.02,-0.1,1.88,1.84,3.7,4.61,-0.06,"E",2021
"5032","I. Murakami","Nganion","DFMF","Orange Giants",21,1999,24.25,0.03,0.39,0.08,9.07,0.44,0.12,0.01,0.07,22.68,-0.03,0.02,-0.08,-0.02,-0.04,-0.05,-0.11,-0.06,33.97,47,72.27,641.3,269.31,15.31,17.69,87.29,13.18,16.45,80.14,4.75,10.98,44.13,-0.01,0.01,0.04,0.41,3.71,0.96,0.31,3.5,1.79,1.08,0.88,0.63,0.24,0.74,1.97,34,1.22,12.54,4.08,31.7,4.8,4.68,3.26,1.89,0.18,0.03,1.73,1.09,2.89,1.91,0.02,"E",2021
"5048","Y. Kasozi","Greri Landmoslands","MFDF","Orange Giants",26,1994,12.1,0,0.74,0.27,44.38,0.72,0.32,0.16,0.28,22.04,0.02,-0.08,0.05,-0.01,0.12,0.14,0.11,0.01,30.85,45.61,67.5,587.2,222.69,13.1,15.29,87.09,12.41,17.34,72.17,4.66,10.99,42.2,0.06,-0.02,0,0.92,2.9,0.99,0.4,3.74,1.52,0.81,0.98,0.43,0.11,0.55,1.83,31.78,1.29,15.82,4.15,25.85,4.09,7.21,4.5,1.75,0.04,-0.06,1.66,1.24,2.57,1.65,0.04,"E",2021
"5049","P. Farina","Nganion","MFDF","Orange Giants",28,1992,17.37,-0.02,0.31,0.13,33.3,0.4,0.1,-0.07,-0.04,16.09,0.04,-0.01,0.02,0.07,-0.05,0.05,0.04,-0.02,30.7,39.54,77.86,624.5,132.75,10.7,12.81,84.26,14.35,17.33,82.56,5.08,7.76,64.96,0.05,0.04,-0.01,0.47,2.85,0.08,0.07,2.02,2.12,1.4,0.45,1.47,0.23,0.41,1.42,23.03,1.21,19.42,5.6,28.8,5.16,12.02,2.13,1.94,0.31,0.05,1.68,0.66,2.86,2.27,0.04,"E",2021
"5053","G. Katumba","Biarizea","DF","Plane Janes",26,1993,0.06,0.03,10.08,0.04,0.01,6.82,0.05,-0.08,NA,11.01,0.01,0.09,-0.09,1,0.91,0.14,-0.93,-0.99,40.07,69.96,57.07,990.1,410.1,9.98,10.03,100.01,10.08,10,99.95,20.07,50.08,40.05,0.05,0.04,0.07,0.02,-0.08,0.08,0.04,-0.07,-0.04,0.04,-0.03,-0.01,-0.01,-0.04,0.1,NA,-0.07,0.01,0,NA,0.05,-0.1,0.02,-0.06,-0.09,0.06,-0.05,0.08,-0.09,19.99,0.02,"E",2021
"5054","C. Ibrahim","Imaar Vircoand","DF","Plane Janes",29,1991,8.04,0.04,0.4,0.18,24.97,0.41,0.06,-0.03,0.01,11.24,-0.08,0.04,-0.09,0.22,0.17,0.25,-0.13,-0.11,51.9,58.94,88.15,1055.46,350.05,18.54,20.17,92.02,24.66,26.83,91.61,8.19,11.01,74.34,-0.04,0.04,-0.02,-0.09,2.63,0.11,0.1,3.16,1.35,0.44,0.82,0.66,0.04,0.48,0.77,66.75,0.34,6.87,1.95,28.58,4.11,2.44,0.32,1.17,0.81,0.09,0.47,1.82,3.16,6.47,0.09,"E",2021
"5055","L. Kimuli","Nathuacamana","DF","Plane Janes",22,1998,13.1,0.02,0.8,0.44,45.56,0.79,0.43,0.04,-0.08,17.45,0.09,0.01,0.04,0.06,0.03,0.09,0.06,-0.06,40.21,51.23,78.39,733.48,236.62,18.01,20.96,86.18,16.85,20.07,84.5,4.64,7.62,62.3,-0.08,0.01,-0.1,1.1,1.17,1.71,1.13,2.54,2.82,1.94,1.53,0.99,0.26,0.84,1.4,66.77,0.5,13.42,5.34,39.95,6.17,4.91,2.37,1.61,0.12,-0.01,1.55,2.18,5.12,1.84,0.2,"E",2021
"5056","D. Akia","Nganion","DF","Plane Janes",28,1992,2.18,-0.05,1.97,0.09,0,1.97,0.02,0.03,NA,18.44,0.42,0.08,0,0.1,0.11,0.16,-0.18,-0.15,39.95,47.64,84.03,705.63,180.94,20.93,22.99,91.62,14.77,15.16,96.97,4.37,8.09,52.99,-0.04,0.08,0.07,-0.03,1.84,0.44,-0.08,1.47,2.46,1.42,2.38,-0.09,0.02,0.91,2.85,33.23,1.86,13.75,3.73,27.61,8.49,1.38,3.89,2.41,0.58,-0.02,1.86,0.53,2.92,2.47,0.09,"E",2021
"5057","D. Pal","Nganion","DF","Plane Janes",29,1990,20.51,0.03,0.8,0.09,26.76,0.78,0.28,-0.07,0.06,18.85,0.05,0,-0.04,-0.01,0.05,0.11,0.03,-0.03,45.35,53.73,84.48,793.45,306.74,19.84,21.79,90.89,21.54,24.03,89.74,3.24,5.44,59.3,0.14,0.17,-0.02,0.51,2.4,1.19,0.45,2.88,2.43,0.95,0.9,1.26,0.33,0.72,1.78,42.07,1.08,14.11,3.61,25.32,5.51,6.44,2.43,2.07,0.15,-0.08,1.93,1.16,3.74,3.54,0.01,"E",2021
"5058","N. Andama","Nganion","DF","Plane Janes",34,1985,34.63,0.01,0.19,-0.05,12.51,0.2,-0.01,-0.04,-0.05,13.99,0.02,0.09,-0.02,0.11,-0.05,0.1,-0.12,0.02,51.81,57.93,89.33,1229.05,351.01,11.18,12.07,92.24,27.4,29.32,93.86,13.09,15.96,81.21,-0.03,0,-0.07,0.06,2.83,0.2,0.04,3.19,0.88,0.53,0.73,0.14,0.05,0.41,0.76,49.95,0.42,5.7,2.37,39.57,3.04,2.54,0.17,1.38,0.72,-0.01,0.6,0.61,1.57,4.83,0.07,"E",2021
"5059","U. Ahebwa","Nganion","DF","Plane Janes",24,1996,23.25,0.01,0.85,0.42,36.41,1.04,0.27,-0.03,0.22,17.81,0.06,-0.02,0.07,-0.01,0.17,0.14,0.02,0.02,41.3,51.94,79.4,690.62,203.41,20.2,23.19,87.82,17.85,21.14,85.07,2.5,4.98,50.88,0.08,0.15,-0.09,1.13,1.2,1.53,0.93,2.73,1.7,0.99,0.9,0.68,0.38,0.55,1.68,33.39,1.06,12.5,3.5,27.56,4.7,4.54,3.23,2.92,0.46,0.09,2.4,1.13,3.06,2.46,0.07,"E",2021
"5060","Z. Hribar","Nganion","DF","Plane Janes",23,1997,33.09,0.09,0.21,0.05,37.54,0.28,0.12,0.27,0.61,7.31,0.02,-0.05,0.06,-0.01,0.02,0.08,0.03,-0.02,55.16,62,89.11,1235.36,407.94,15.89,16.71,94.05,27.26,29.03,94.07,11.8,15.18,77.09,0.03,0.05,-0.05,0.09,4.33,0.01,0.09,4.19,0.59,0.23,0.29,0.27,0.01,0.13,0.54,33.36,0.2,4.7,1.66,37.38,3.03,1.51,0.27,1.55,0.88,-0.03,0.68,0.97,1.47,4.42,0.01,"E",2021
"5061","H. bin Ibrahim","Imaar Vircoand","DFMF","Plane Janes",22,1998,13.08,-0.1,0,0.04,-0.1,0.17,-0.02,0.04,NA,6,-0.02,0,-0.01,0.08,-0.05,0.02,0.04,-0.1,49.91,56.59,88.64,950.76,295.45,20.73,22.61,91.15,22.45,24.11,92.5,6.58,8.11,81.18,-0.01,-0.04,-0.06,0.22,3.62,0.85,0.18,4.41,3.24,1.94,1.96,0.83,0.51,0.77,2.37,28.99,1.76,15.11,4.99,32.87,6.19,7.75,1.2,2.65,0.57,0.12,1.98,1.39,4.71,2.32,0.04,"E",2021
"5062","A. Muller","Nganion","DFMF","Plane Janes",32,1988,3.91,0.06,0.49,0,-0.05,0.55,-0.07,0.09,NA,15.13,0.09,0.03,-0.04,-0.05,-0.01,-0.01,-0.06,0.03,51.21,60.72,84.39,946.91,350.38,23.37,26.12,89.26,22.62,25.67,88.03,5.05,7.89,64.53,0.34,0.03,0.25,1.35,2.33,1.27,0.27,2.27,2.76,0.82,1.63,1.26,0.08,1.36,2.02,62.6,0.8,10.78,3.85,35.72,2.8,5.9,2.09,2.65,0.19,0.08,2.39,1.96,4.93,3.02,0.09,"E",2021
"5063","H. Nakafeero","Nganion","DFMF","Plane Janes",29,1991,12.33,0.09,0.39,0.22,33.38,0.42,0.21,0.08,0.48,15.65,0.07,0.06,-0.01,0.04,0.11,0.07,0.01,-0.01,36.62,47.9,76.7,627.26,220.95,17.24,20.01,86.37,15.79,19.71,79.73,2.83,6.14,45.29,-0.02,0.06,0.05,0.45,2,0.86,0.56,2.81,2.05,1.35,0.47,1.45,0.18,0.82,2.61,31.21,1.72,16.08,4.22,26.03,4.75,7.27,3.97,2.15,0.05,-0.03,1.98,1.14,3.16,1.24,0.09,"E",2021
"5082","V. Salim","Janmico","DF","Polar Kangaroos",25,1995,19.7,-0.01,0.71,0.31,33.31,0.72,0.23,-0.03,-0.01,11.3,0.03,-0.04,-0.03,0.11,-0.01,0.03,-0.08,-0.13,49.33,55.77,88.41,1120.33,338.91,13.15,14.13,92.55,24.39,25.7,94.79,11.2,14.78,75.69,-0.08,0.05,-0.09,0.21,2.59,0.17,-0.09,2.85,1.08,0.74,0.91,0.25,0.08,0.44,1.01,52.56,0.37,5.97,1.56,27.49,3.65,2.04,0.37,1.4,0.5,0.08,0.73,1.15,2.19,4.61,-0.02,"E",2021
"5083","V. Akoli","Lefghau","DF","Polar Kangaroos",22,1998,12.46,0.06,0.96,0.38,33.34,1.05,0.39,0,0.23,18.68,-0.04,-0.05,0.05,0.1,-0.03,0.02,0.02,0.02,47,60.41,78.08,878.46,261.44,20.41,22.92,88.95,20.25,24.44,82.72,5.4,9.92,55.37,0.25,0.14,0.12,1.15,1.94,1.13,0.3,2.97,2.61,1.31,1.32,0.82,0.49,1.02,1.92,52.05,1,15.21,5.28,34.72,4.68,7.22,3.18,2.18,-0.03,0.04,2.26,1.75,4.35,2.08,0.08,"E",2021
"5084","V. Quay","Lefghau","DF","Polar Kangaroos",31,1989,22.92,-0.04,0.45,0.11,18.24,0.49,0.13,-0.04,-0.08,9.3,-0.01,0.09,-0.08,0.11,-0.04,0.06,-0.13,-0.06,38.88,44.88,86.54,818.94,257.87,12.77,13.82,91.75,18.83,20.9,89.99,6.8,9.49,72.6,0.05,-0.02,-0.1,0.2,1.62,-0.01,0.06,1.72,1.73,1.05,1.28,0.56,0,0.7,1.07,69.58,0.22,8.11,2.26,29.29,4.58,2.93,0.44,1.74,0.8,0.03,0.97,1.8,3.63,7.01,0.1,"E",2021
"5085","G. Kintu","Manlisgamncent","DF","Polar Kangaroos",28,1992,5.75,-0.03,0.01,-0.01,NA,-0.06,0.03,NA,NA,NA,-0.02,0.05,0.04,0.01,-0.05,NA,-0.03,-0.08,36.48,53.7,67.83,631.27,259.11,16.44,19.4,84.01,17.41,24.49,71.13,2.38,8.28,29.16,0,0.07,-0.06,-0.09,1.23,1.61,0.39,4.63,3.11,2.22,1.91,1.19,-0.02,1.16,2.15,58.37,0.85,11.61,3.35,28.43,6.61,4.2,0.96,2,-0.01,-0.1,1.94,1.03,4.14,3.07,-0.04,"E",2021
"5086","L. Wambi","Nganion","DF","Polar Kangaroos",19,2000,0.53,0.09,0.06,0,NA,-0.1,-0.1,NA,NA,NA,-0.03,0.01,0.08,0.04,-0.02,NA,-0.08,0.09,48.06,61.94,77.46,812.07,215.96,23.97,27.93,85.62,22.08,27.96,78.68,2.02,3.92,50.01,1.95,0.6,1.41,2.02,0.08,-0.01,0,-0.06,-0.08,0.09,-0.03,-0.02,0.08,0.06,1.91,0.05,1.92,10.03,0.09,0.06,6.03,4.02,0.09,10.07,4.05,0.09,5.99,0.07,-0.09,0.07,0.02,"E",2021
"5087","N. Muzenda","Nganion","DF","Polar Kangaroos",25,1995,28.69,0.08,0.73,0.2,26.26,0.66,0.16,0.07,0.27,19.83,-0.05,-0.07,-0.06,0.09,0,0.09,0.09,-0.03,56.83,67.13,84.7,1091.3,397.53,23.08,24.52,93.64,26.49,29.62,88.94,7.08,11.45,61.55,0.08,0.1,-0.08,0.23,5.4,0.58,-0.02,5.09,2.09,1.22,1.59,0.32,0.24,1.25,2.28,55.24,1.09,9.04,2.7,29.44,5.33,3.22,0.75,1.57,0.32,-0.02,1.24,1.11,3.39,3.04,0.06,"E",2021
"5088","Q. Roy","Nganion","DF","Polar Kangaroos",20,2000,0.24,0,3.28,-0.01,-0.04,2.91,0.07,-0.02,NA,19.21,0.09,-0.07,0.02,0.06,-0.03,0.08,0.08,0.09,46.65,66.69,69.97,973.39,536.68,16.69,19.94,83.25,23.4,33.24,69.9,6.72,10.01,66.68,-0.05,-0.1,-0.1,-0.01,3.3,6.75,6.76,-0.03,3.34,3.42,-0.05,3.29,-0.04,0.05,0,NA,0.07,23.27,13.31,57.1,10.06,10.02,3.38,3.31,-0.1,0.01,3.33,-0.05,3.31,3.41,-0.04,"E",2021
"5089","H. Nakagolo","Pahon","DF","Polar Kangaroos",29,1991,32.82,0.11,0.13,0.16,28.58,0.31,0.13,0.16,0.45,4.93,0.07,-0.06,-0.03,0.06,0.05,0.11,0,0.08,45.39,52.69,86.26,974.03,286.81,13.93,15.19,92.39,22.24,24.19,92.79,8.49,12.23,69.78,-0.01,-0.04,0,0.04,3.83,0.21,-0.1,2.31,1.39,0.87,1.09,0.52,0.06,0.65,0.97,60.53,0.41,6.82,3.06,43.51,4.49,2.14,0.15,1.56,0.55,0.09,0.91,1.12,2.49,4.45,0,"E",2021
