Player Name,League,Squad,Country,Position,Annualized Salary
A. Kamusiime,E,Polar Kangaroos,People's Land of Maneau,DF,"∂ 23,600,000"
O. Nalubega,E,Polar Kangaroos,Southern Ristan,DFMF,"∂ 31,350,000"
I. Stoica,E,Polar Kangaroos,Janmico,FW,"∂ 30,780,000"
X. Mubiru,E,Polar Kangaroos,Nganion,FW,"∂ 26,730,000"
U. Iskandar,E,Polar Kangaroos,Dosqaly,FWMF,"∂ 21,420,000"
D. Groß,E,Polar Kangaroos,Greri Landmoslands,FWMF,"∂ 31,200,000"
B. Abubakar,E,Polar Kangaroos,Imaar Vircoand,FWMF,"∂ 33,840,000"
S. Nuwagira,E,Polar Kangaroos,Saintu,GK,"∂ 13,220,000"
M. Kusiima,E,Polar Kangaroos,Nancipenuaroe,MF,"∂ 21,000,000"
O. Ueno,E,Polar Kangaroos,Newgan Ruland,MF,"∂ 24,350,000"
I. Mponda,E,Polar Kangaroos,Nganion,MF,"∂ 29,850,000"
G. Namakula,E,Polar Kangaroos,Nganion,MFDF,"∂ 18,630,000"
J. Khoh,E,Polar Kangaroos,Nganion,MFDF,"∂ 27,280,000"
K. Nambozo,E,Polar Kangaroos,Dosqaly,MFFW,"∂ 12,660,000"
B. Reyes,E,Polar Kangaroos,Esian Republic,MFFW,"∂ 20,240,000"
T. Robert,E,Polar Kangaroos,Janmico,MFFW,"∂ 14,790,000"
R. Kiberu,E,Polar Kangaroos,Nganion,MFFW,"∂ 27,850,000"
G. Syu,E,Punctual Leopards,Janmico,DF,"∂ 18,160,000"
T. Lam,E,Punctual Leopards,Nancipenuaroe,DF,"∂ 8,420,000"
P. Nabbanja,E,Punctual Leopards,Newgan Ruland,DF,"∂ 10,070,000"
C. Kavuma,E,Punctual Leopards,Nganion,DF,"∂ 17,900,000"
E. Wang,E,Punctual Leopards,Nganion,DF,"∂ 17,210,000"
I. Eriksen,E,Punctual Leopards,Nganion,DF,"∂ 11,430,000"
L. Arai,E,Punctual Leopards,Nganion,DF,"∂ 19,010,000"
P. Alobo,E,Punctual Leopards,Nganion,DF,"∂ 17,430,000"
T. Lawino,E,Punctual Leopards,Nganion,DF,"∂ 19,270,000"
E. Kalungi,E,Punctual Leopards,Western Niasland,DF,"∂ 7,480,000"
L. Maleki,E,Punctual Leopards,Imaar Vircoand,FW,"∂ 20,110,000"
P. Ayd?n,E,Punctual Leopards,Nganion,FW,"∂ 28,190,000"
S. Ibraimo,E,Punctual Leopards,Nganion,FW,"∂ 21,500,000"
L. Nahwera,E,Punctual Leopards,Nganion,FWMF,"∂ 26,230,000"
I. Alghamdi,E,Punctual Leopards,Varijitri Isles,FWMF,"∂ 21,360,000"
L. Antwi,E,Punctual Leopards,Nganion,GK,"∂ 6,370,000"
Z. Fabre,E,Punctual Leopards,Nganion,GK,"∂ 24,720,000"
I. Ademovi?,E,Punctual Leopards,Former Maneau,MF,"∂ 22,590,000"
W. Amankwah,E,Punctual Leopards,Imaar Vircoand,MF,"∂ 37,140,000"
D. Abiria,E,Punctual Leopards,Nganion,MF,"∂ 14,630,000"
I. Muhammed,E,Punctual Leopards,Nganion,MF,"∂ 18,630,000"
K. Roger,E,Punctual Leopards,Nganion,MF,"∂ 33,690,000"
R. Adeke,E,Punctual Leopards,Nganion,MF,"∂ 5,650,000"
R. Rahim,E,Punctual Leopards,Ngoque Blicri,MF,"∂ 12,090,000"
C. Kalua,E,Punctual Leopards,Varijitri Isles,MF,"∂ 11,850,000"
Q. Namusobya,E,Punctual Leopards,Nganion,MFDF,"∂ 15,850,000"
L. Tusiime,E,Punctual Leopards,Janmico,MFFW,"∂ 6,560,000"
A. Kawala,E,Punctual Leopards,Nganion,MFFW,"∂ 25,770,000"
H. Ziegler,E,Punctual Leopards,Nganion,MFFW,"∂ 12,160,000"
U. Woo,E,Punctual Leopards,Nganion,MFFW,"∂ 27,840,000"
G. Tugume,E,Rabid Greyhounds,Nganion,DF,"∂ 19,500,000"
L. Olsson,E,Rabid Greyhounds,Nganion,DF,"∂ 11,110,000"
M. Nurhayati,E,Rabid Greyhounds,Nganion,DF,"∂ 17,190,000"
M. Stein,E,Rabid Greyhounds,Nganion,DF,"∂ 17,720,000"
R. Cossa,E,Rabid Greyhounds,Nganion,DF,"∂ 17,880,000"
S. Sala,E,Rabid Greyhounds,Nganion,DF,"∂ 12,050,000"
F. Van Leeuwen,E,Rabid Greyhounds,Western Niasland,DF,"∂ 16,000,000"
R. Rossi,E,Rabid Greyhounds,Western Niasland,DF,"∂ 10,680,000"
A. Fatimah,E,Rabid Greyhounds,Nganion,DFFW,"∂ 16,510,000"
Q. Vuji?,E,Rabid Greyhounds,Reugha,DFFW,"∂ 10,870,000"
N. Sadeghi,E,Rabid Greyhounds,Imaar Vircoand,DFMF,"∂ 10,440,000"
E. Blaževi?,E,Rabid Greyhounds,Imaar Vircoand,FW,"∂ 22,910,000"
Q. Nyangoma,E,Rabid Greyhounds,Imaar Vircoand,FW,"∂ 23,590,000"
P. Kayesu,E,Rabid Greyhounds,Nganion,FWMF,"∂ 28,020,000"
R. Flores,E,Rabid Greyhounds,Western Niasland,FWMF,"∂ 12,900,000"
W. Kong,E,Rabid Greyhounds,Imaar Vircoand,GK,"∂ 17,270,000"
X. Hosseinzadeh,E,Rabid Greyhounds,Nganion,GK,"∂ 17,880,000"
D. Naluyima,E,Rabid Greyhounds,Imaar Vircoand,MF,"∂ 14,590,000"
C. Nakalyango,E,Rabid Greyhounds,Lenia Gerdanho,MF,"∂ 24,160,000"
F. Buyinza,E,Rabid Greyhounds,Nganion,MF,"∂ 9,570,000"
K. Haim,E,Rabid Greyhounds,Nganion,MF,"∂ 22,510,000"
O. Guzmán,E,Rabid Greyhounds,Nganion,MF,"∂ 6,100,000"
Y. Takács,E,Rabid Greyhounds,Nganion,MF,"∂ 15,430,000"
C. De Vries,E,Rabid Greyhounds,Nganion,MFDF,"∂ 22,710,000"
D. Mwebesa,E,Rabid Greyhounds,Nganion,MFDF,"∂ 23,960,000"
I. Namata,E,Rabid Greyhounds,Nganion,MFDF,"∂ 15,620,000"
D. Akugizibwe,E,Rabid Greyhounds,Imaar Vircoand,MFFW,"∂ 22,010,000"
G. Fauzi,E,Rabid Greyhounds,Imaar Vircoand,MFFW,"∂ 31,290,000"
L. Lubega,E,Rabid Greyhounds,Nganion,MFFW,"∂ 24,740,000"
U. Oliveira,E,Rabid Greyhounds,Nganion,MFFW,"∂ 21,000,000"
Y. Turyahabwe,E,Running Bigfoots,Byasier Pujan,DF,"∂ 17,940,000"
B. Luki?,E,Running Bigfoots,Dosqaly,DF,"∂ 13,420,000"
I. Niemi,E,Running Bigfoots,Imaar Vircoand,DF,"∂ 21,970,000"
J. Abdel,E,Running Bigfoots,Lefghau,DF,"∂ 8,370,000"
C. Kasangaki,E,Running Bigfoots,Nganion,DF,"∂ 21,370,000"
C. Navarro,E,Running Bigfoots,Nganion,DF,"∂ 14,910,000"
Q. Pellegrino,E,Running Bigfoots,Nganion,DF,"∂ 26,230,000"
X. Nabukalu,E,Running Bigfoots,Nganion,DF,"∂ 12,010,000"
A. Bondarenko,E,Running Bigfoots,Biarizea,FW,"∂ 27,220,000"
O. Wong,E,Running Bigfoots,Biarizea,FW,"∂ 30,070,000"
U. Yong,E,Running Bigfoots,Byasier Pujan,FW,"∂ 25,140,000"
G. Nadunga,E,Running Bigfoots,Imaar Vircoand,FW,"∂ 27,500,000"
E. Mwesigye,E,Running Bigfoots,Nganion,FW,"∂ 11,140,000"
P. bin Ibrahim,E,Running Bigfoots,Nganion,FW,"∂ 26,110,000"
Z. Nakiwala,E,Running Bigfoots,Rarita,FW,"∂ 23,920,000"
F. Among,E,Running Bigfoots,Biarizea,FWMF,"∂ 32,670,000"
G. Agustina,E,Running Bigfoots,Imaar Vircoand,FWMF,"∂ 21,900,000"
N. Mucunguzi,E,Running Bigfoots,Biarizea,GK,"∂ 17,430,000"
U. Nishimura,E,Running Bigfoots,Galamily,GK,"∂ 11,590,000"
G. Gentile,E,Running Bigfoots,Lefghau,MF,"∂ 18,700,000"
Y. Mukisa,E,Running Bigfoots,Manlisgamncent,MF,"∂ 25,650,000"
V. Handayani,E,Running Bigfoots,Nganion,MF,"∂ 22,830,000"
I. Carpentier,E,Running Bigfoots,Rosvi,MFDF,"∂ 22,460,000"
D. Pfeiffer,E,Running Bigfoots,Imaar Vircoand,MFFW,"∂ 29,480,000"
F. Ngulube,E,Running Bigfoots,Nganion,MFFW,"∂ 21,560,000"
T. Kabonesa,E,Running Bigfoots,Nganion,MFFW,"∂ 25,230,000"
X. Muzaki,E,Sassy Knights,Imaar Vircoand,DF,"∂ 10,590,000"
G. Varma,E,Sassy Knights,Nganion,DF,"∂ 19,340,000"
H. Kowalski,E,Sassy Knights,Nganion,DF,"∂ 9,880,000"
J. Chan,E,Sassy Knights,Nganion,DF,"∂ 17,040,000"
K. Byakatonda,E,Sassy Knights,Nganion,DF,"∂ 15,140,000"
L. Wambi,E,Sassy Knights,Nganion,DF,"∂ 14,770,000"
Q. Alonso,E,Sassy Knights,Nganion,DF,"∂ 23,340,000"
T. Faure,E,Sassy Knights,Nganion,DF,"∂ 12,910,000"
A. binti Zakaria,E,Sassy Knights,Zacia Lygia,DF,"∂ 17,100,000"
E. Chebet,E,Sassy Knights,Imaar Vircoand,FW,"∂ 23,400,000"
B. Yang,E,Sassy Knights,Manlisgamncent,FW,"∂ 25,090,000"
T. Jiu,E,Sassy Knights,Nganion,FW,"∂ 22,920,000"
L. Ibrahimovi?,E,Sassy Knights,Nganion,FWMF,"∂ 25,060,000"
L. Nakalembe,E,Sassy Knights,Nganion,FWMF,"∂ 32,320,000"
G. Alali,E,Sassy Knights,Nganion,GK,"∂ 16,080,000"
I. Kisitu,E,Sassy Knights,Nganion,GK,"∂ 22,880,000"
M. Sseguya,E,Sassy Knights,Nganion,GKMF,"∂ 11,510,000"
J. Kayendeke,E,Sassy Knights,Nganion,MF,"∂ 32,310,000"
K. Deng,E,Sassy Knights,Nganion,MF,"∂ 14,930,000"
M. Muhindo,E,Sassy Knights,Rarita,MF,"∂ 28,640,000"
J. Poto?nik,E,Sassy Knights,Rosvi,MF,"∂ 9,790,000"
F. Lukyamuzi,E,Sassy Knights,Nganion,MFDF,"∂ 23,300,000"
F. Rozman,E,Sassy Knights,Imaar Vircoand,MFFW,"∂ 31,430,000"
A. Maposa,E,Sassy Knights,Nganion,MFFW,"∂ 23,200,000"
J. Pradhan,E,Sassy Knights,Nganion,MFFW,"∂ 25,570,000"
R. Tumusiime,E,Sassy Knights,Nganion,MFFW,"∂ 24,560,000"
V. Phung,E,Sassy Knights,Nganion,MFFW,"∂ 29,580,000"
Y. Arinitwe,E,Sassy Knights,Nganion,MFFW,"∂ 10,690,000"
F. Taha,E,Screaming Ramblers,Central Namemo Laand,DF,"∂ 17,960,000"
N. bin Hashim,E,Screaming Ramblers,Dosqaly,DF,"∂ 19,860,000"
K. Asadi,E,Screaming Ramblers,Lefghau,DF,"∂ 8,910,000"
B. Binder,E,Screaming Ramblers,Nganion,DF,"∂ 21,030,000"
E. Miyamoto,E,Screaming Ramblers,Nganion,DF,"∂ 14,330,000"
S. Kule,E,Screaming Ramblers,Nganion,DF,"∂ 19,480,000"
T. Haim,E,Screaming Ramblers,Nganion,DF,"∂ 17,930,000"
A. O'Connor,E,Screaming Ramblers,Nganion,DFMF,"∂ 19,710,000"
G. Magaya,E,Screaming Ramblers,Nganion,DFMF,"∂ 9,970,000"
O. Gatti,E,Screaming Ramblers,Nganion,DFMF,"∂ 17,610,000"
M. Banda,E,Screaming Ramblers,Lefghau,FW,"∂ 30,110,000"
H. Namwase,E,Screaming Ramblers,Nganion,FW,"∂ 30,930,000"
S. Nyathi,E,Screaming Ramblers,Nganion,FW,"∂ 26,840,000"
D. Mugisa,E,Screaming Ramblers,Xikong,FWMF,"∂ 30,040,000"
C. Ismail,E,Screaming Ramblers,Nganion,GK,"∂ 8,080,000"
M. Ategeka,E,Screaming Ramblers,Nganion,GK,"∂ 11,710,000"
I. Suleman,E,Screaming Ramblers,Central Badad,MF,"∂ 10,560,000"
B. Jonsson,E,Screaming Ramblers,Imaar Vircoand,MF,"∂ 13,500,000"
E. Amponsah,E,Screaming Ramblers,Nganion,MF,"∂ 15,720,000"
F. Mbale,E,Screaming Ramblers,Nganion,MF,"∂ 19,190,000"
F. Nakalema,E,Screaming Ramblers,Nganion,MF,"∂ 14,350,000"
F. Ohana,E,Screaming Ramblers,Nganion,MF,"∂ 1,920,000"
I. Okiror,E,Screaming Ramblers,Nganion,MF,"∂ 18,050,000"
P. Banze,E,Screaming Ramblers,Nganion,MF,"∂ 11,780,000"
Q. Muwanguzi,E,Screaming Ramblers,Nganion,MF,"∂ 14,950,000"
Z. Andersen,E,Screaming Ramblers,Greri Landmoslands,MFDF,"∂ 12,160,000"
S. Wimmer,E,Screaming Ramblers,Nganion,MFDF,"∂ 28,250,000"
N. Namataka,E,Screaming Ramblers,Janmico,MFFW,"∂ 22,970,000"
N. Kumar,E,Screaming Ramblers,Nganion,MFFW,"∂ 33,270,000"
U. Kizito,E,Screaming Ramblers,Nganion,MFFW,"∂ 12,320,000"
C. Machingura,E,Serious Magicians,Nganion,DF,"∂ 29,270,000"
D. Jena,E,Serious Magicians,Nganion,DF,"∂ 13,840,000"
G. Riva,E,Serious Magicians,Nganion,DF,"∂ 10,170,000"
L. Khonje,E,Serious Magicians,Nganion,DF,"∂ 11,470,000"
P. Okoth,E,Serious Magicians,Nganion,DF,"∂ 25,540,000"
V. Ang,E,Serious Magicians,Nganion,DF,"∂ 15,460,000"
X. Ayugi,E,Serious Magicians,Nganion,DF,"∂ 9,120,000"
P. Paterson,E,Serious Magicians,Nganion,DFMF,"∂ 18,050,000"
Z. Amito,E,Serious Magicians,Nganion,FW,"∂ 24,820,000"
E. Mudzingwa,E,Serious Magicians,Rarita,FW,"∂ 16,240,000"
D. De Jong,E,Serious Magicians,Nganion,FWMF,"∂ 18,260,000"
F. Nakalema,E,Serious Magicians,Nganion,FWMF,"∂ 24,110,000"
F. Salifu,E,Serious Magicians,Nganion,FWMF,"∂ 25,230,000"
V. Shinde,E,Serious Magicians,Nganion,FWMF,"∂ 17,140,000"
W. Ofori,E,Serious Magicians,Unicorporated Tiagascar,FWMF,"∂ 16,850,000"
C. Musana,E,Serious Magicians,Nganion,GK,"∂ 14,350,000"
O. Herrmann,E,Serious Magicians,Nganion,GK,"∂ 8,110,000"
C. Luká?,E,Serious Magicians,Nganion,MF,"∂ 33,820,000"
F. Sow,E,Serious Magicians,Nganion,MF,"∂ 17,950,000"
H. Mancini,E,Serious Magicians,Nganion,MF,"∂ 26,280,000"
R. Chandia,E,Serious Magicians,Nganion,MF,"∂ 13,820,000"
T. Vidmar,E,Serious Magicians,Nganion,MF,"∂ 20,050,000"
V. Ojara,E,Serious Magicians,Nganion,MF,"∂ 15,390,000"
Y. Vong,E,Serious Magicians,Nganion,MF,"∂ 10,970,000"
B. Kansiime,E,Serious Magicians,Nganion,MFFW,"∂ 32,360,000"
J. Maneno,E,Serious Magicians,Nganion,MFFW,"∂ 24,060,000"
S. Juri?,E,Serious Magicians,Nganion,MFFW,"∂ 22,500,000"
D. Horn,E,Swift Bison,Dosqaly,DF,"∂ 9,080,000"
H. Jovanovi?,E,Swift Bison,Dosqaly,DF,"∂ 12,820,000"
C. Najafi,E,Swift Bison,Greri Landmoslands,DF,"∂ 23,580,000"
C. Nalwadda,E,Swift Bison,Greri Landmoslands,DF,"∂ 4,130,000"
E. Bukar,E,Swift Bison,Lefghau,DF,"∂ 16,800,000"
D. Lian,E,Swift Bison,Nganion,DF,"∂ 12,650,000"
E. Balog,E,Swift Bison,Nganion,DF,"∂ 17,940,000"
Q. Namazzi,E,Swift Bison,Nganion,DF,"∂ 18,620,000"
S. Baig,E,Swift Bison,Nganion,DF,"∂ 24,270,000"
R. Ueta,E,Swift Bison,Sobianitedrucy,DF,"∂ 23,640,000"
N. bin Sulaiman,E,Swift Bison,Dosqaly,FW,"∂ 23,090,000"
I. Kiiza,E,Swift Bison,Janmico,FW,"∂ 22,170,000"
B. Quaye,E,Swift Bison,Sobianitedrucy,FW,"∂ 28,510,000"
E. Obbo,E,Swift Bison,Landli Blicporlip,FWMF,"∂ 21,230,000"
S. Nakasi,E,Swift Bison,Nganion,FWMF,"∂ 35,720,000"
O. Nabunya,E,Swift Bison,Byasier Pujan,GK,"∂ 14,670,000"
G. Taruvinga,E,Swift Bison,Nganion,GK,"∂ 18,270,000"
U. Rohman,E,Swift Bison,Dosqaly,MF,"∂ 18,720,000"
W. Ghosh,E,Swift Bison,Eastern Sleboube,MF,"∂ 34,660,000"
B. Reyes,E,Swift Bison,Esian Republic,MF,"∂ 13,650,000"
T. Ray,E,Swift Bison,Janmico,MF,"∂ 14,590,000"
B. Tong,E,Swift Bison,Nganion,MF,"∂ 16,190,000"
L. Kagoya,E,Swift Bison,Nganion,MF,"∂ 3,530,000"
U. Peri?,E,Swift Bison,Nganion,MF,"∂ 17,680,000"
I. Longok,E,Swift Bison,Rosvi,MF,"∂ 14,720,000"
X. binti Ramli,E,Swift Bison,Slandsganiamayotteque,MF,"∂ 20,200,000"
C. Popescu,E,Swift Bison,Mico,MFDF,"∂ 16,550,000"
P. Nakimera,E,Swift Bison,Nganion,MFDF,"∂ 14,980,000"
B. Kwek,E,Swift Bison,Greri Landmoslands,MFFW,"∂ 19,350,000"
J. Elsayed,E,Swift Bison,Nganion,MFFW,"∂ 26,880,000"
B. Turinawe,E,Ultimate Penguins,Lefghau,DF,"∂ 15,230,000"
H. Nieminen,E,Ultimate Penguins,Lefghau,DF,"∂ 29,020,000"
G. Mishra,E,Ultimate Penguins,Nganion,DF,"∂ 17,920,000"
L. Alqahtani,E,Ultimate Penguins,Nganion,DF,"∂ 17,770,000"
R. Aloyo,E,Ultimate Penguins,Nganion,DF,"∂ 11,430,000"
S. Phillips,E,Ultimate Penguins,Nganion,DF,"∂ 22,190,000"
Z. Salisu,E,Ultimate Penguins,Nganion,DF,"∂ 11,840,000"
O. Farkas,E,Ultimate Penguins,Pierrema,DF,"∂ 23,940,000"
Q. Acen,E,Ultimate Penguins,Danan Seekeeling,FW,"∂ 25,040,000"
Z. Hansson,E,Ultimate Penguins,Newgan Ruland,FW,"∂ 14,190,000"
P. Kralj,E,Ultimate Penguins,Nganion,FW,"∂ 13,510,000"
G. Matei,E,Ultimate Penguins,Nganion,FWMF,"∂ 16,880,000"
M. Nanzala,E,Ultimate Penguins,Nganion,FWMF,"∂ 23,460,000"
P. Mutonyi,E,Ultimate Penguins,Nganion,FWMF,"∂ 19,440,000"
S. Fontana,E,Ultimate Penguins,Nganion,FWMF,"∂ 24,620,000"
T. Amer,E,Ultimate Penguins,Nganion,FWMF,"∂ 27,350,000"
U. Jansons,E,Ultimate Penguins,Nganion,FWMF,"∂ 24,900,000"
"K. Jao,",E,Ultimate Penguins,Nganion,GK,"∂ 8,500,000"
Y. Draru,E,Ultimate Penguins,Rarita,GK,"∂ 11,390,000"
E. Ashknaziy,E,Ultimate Penguins,Central Diasongo,MF,"∂ 26,600,000"
I. Mwale,E,Ultimate Penguins,Greri Landmoslands,MF,"∂ 21,080,000"
C. Sung,E,Ultimate Penguins,Imaar Vircoand,MF,"∂ 23,850,000"
L. Kimbugwe,E,Ultimate Penguins,Newgan Ruland,MF,"∂ 11,640,000"
I. Tukahirwa,E,Ultimate Penguins,Dosqaly,MFFW,"∂ 24,600,000"
R. Adamu,E,Ultimate Penguins,Nganion,MFFW,"∂ 27,530,000"
C. Kakayi,RFL,Black Coyotes,Dosqaly,DF,"∂ 1,510,000"
V. It?,RFL,Black Coyotes,Mico,DF,"∂ 1,310,000"
C. Baluka,RFL,Black Coyotes,Rarita,DF,"∂ 7,760,000"
C. Tukamushaba,RFL,Black Coyotes,Rarita,DF,"∂ 970,000"
K. Nalwanga,RFL,Black Coyotes,Rarita,DF,"∂ 5,110,000"
K. Shibata,RFL,Black Coyotes,Rarita,DF,"∂ 1,060,000"
Q. bin Ismail,RFL,Black Coyotes,Rarita,DF,"∂ 920,000"
T. Larsson,RFL,Black Coyotes,Rarita,DF,"∂ 1,140,000"
T. Nouri,RFL,Black Coyotes,Rarita,DF,"∂ 1,960,000"
T. Okoro,RFL,Black Coyotes,Rarita,DF,"∂ 730,000"
S. Rizzo,RFL,Black Coyotes,Sobianitedrucy,DF,"∂ 1,340,000"
G. Muleya,RFL,Black Coyotes,Manlisgamncent,FW,"∂ 2,400,000"
B. Madondo,RFL,Black Coyotes,Rarita,FW,"∂ 1,940,000"
I. Tabu,RFL,Black Coyotes,Rarita,FW,"∂ 1,170,000"
K. Kazlo?,RFL,Black Coyotes,Rarita,FW,"∂ 2,370,000"
T. Tal,RFL,Black Coyotes,Rarita,FW,"∂ 6,220,000"
W. Martinez,RFL,Black Coyotes,Rarita,FW,"∂ 2,060,000"
"V. Meijer, Meyer",RFL,Black Coyotes,Southern Ristan,FW,"∂ 1,680,000"
D. Makumbi,RFL,Black Coyotes,Rarita,FWMF,"∂ 470,000"
J. Suryani,RFL,Black Coyotes,Redohrainbri,FWMF,"∂ 5,740,000"
O. Noor,RFL,Black Coyotes,Cabral Retrea,GK,"∂ 3,730,000"
A. Khainza,RFL,Black Coyotes,Sobianitedrucy,GK,"∂ 1,490,000"
D. Mattila,RFL,Black Coyotes,Rarita,MF,"∂ 6,670,000"
F. Chin,RFL,Black Coyotes,Rarita,MF,"∂ 1,340,000"
O. Wanjala,RFL,Black Coyotes,Rarita,MF,"∂ 1,750,000"
R. Jiménez,RFL,Black Coyotes,Rarita,MF,"∂ 4,580,000"
P. Villa,RFL,Black Coyotes,Rarita,MFFW,"∂ 7,820,000"
M. Arifin,RFL,Black Coyotes,Unicorporated Tiagascar,MFFW,"∂ 1,600,000"
K. Mawanda,RFL,Black Coyotes,Varijitri Isles,MFFW,"∂ 1,690,000"
A. Hasibuan,RFL,Educated Avengers,Rarita,DF,"∂ 680,000"
L. Tambala,RFL,Educated Avengers,Rarita,DF,"∂ 750,000"
R. Namutebi,RFL,Educated Avengers,Rarita,DF,"∂ 6,380,000"
S. Hashemi,RFL,Educated Avengers,Rarita,DF,"∂ 1,230,000"
T. Audu,RFL,Educated Avengers,Rarita,DF,"∂ 1,360,000"
V. Mansoor,RFL,Educated Avengers,Rarita,DF,"∂ 730,000"
U. Quaye,RFL,Educated Avengers,Southslands,DF,"∂ 210,000"
G. Kou,RFL,Educated Avengers,Rarita,DFMF,"∂ 1,560,000"
I. Y?ld?r?m,RFL,Educated Avengers,Galamily,FW,"∂ 1,790,000"
E. Afolabi,RFL,Educated Avengers,Rarita,FW,"∂ 3,190,000"
W. Barbieri,RFL,Educated Avengers,Rarita,FW,"∂ 1,620,000"
X. Thomas,RFL,Educated Avengers,Rarita,FW,"∂ 1,680,000"
B. Adongo,RFL,Educated Avengers,Rarita,FWMF,"∂ 2,310,000"
N. Chaw,RFL,Educated Avengers,Rarita,FWMF,"∂ 1,960,000"
Y. Tsua,RFL,Educated Avengers,Highhlaands,GK,"∂ 3,130,000"
F. Ithungu,RFL,Educated Avengers,Rarita,GK,"∂ 1,530,000"
S. Marchetti,RFL,Educated Avengers,Rarita,GK,"∂ 1,720,000"
B. Katooko,RFL,Educated Avengers,Rarita,MF,"∂ 5,660,000"
C. Kabagambe,RFL,Educated Avengers,Rarita,MF,"∂ 1,430,000"
J. López,RFL,Educated Avengers,Rarita,MF,"∂ 750,000"
K. Ramos,RFL,Educated Avengers,Rarita,MF,"∂ 980,000"
S. Razaee,RFL,Educated Avengers,Rarita,MF,"∂ 1,480,000"
T. Ansari,RFL,Educated Avengers,Rarita,MF,"∂ 5,350,000"
X. Masaba,RFL,Educated Avengers,Rarita,MF,"∂ 1,150,000"
Y. Nkhata,RFL,Educated Avengers,Southslands,MF,"∂ 1,830,000"
L. Petrenko,RFL,Mad Wolverines,Frenchdo Stanser,DF,"∂ 3,000,000"
G. Rousseau,RFL,Mad Wolverines,People's Land of Maneau,DF,"∂ 3,790,000"
H. Nkiwane,RFL,Mad Wolverines,People's Land of Maneau,DF,"∂ 5,530,000"
K. Polák,RFL,Mad Wolverines,People's Land of Maneau,DF,"∂ 4,750,000"
L. Chhang,RFL,Mad Wolverines,People's Land of Maneau,DF,"∂ 4,890,000"
X. Namuli,RFL,Mad Wolverines,People's Land of Maneau,DF,"∂ 3,990,000"
O. Rosario,RFL,Mad Wolverines,Republic of Denand Landsa,DF,"∂ 2,560,000"
N. Nafuna,RFL,Mad Wolverines,Rosvi,DF,"∂ 3,790,000"
O. Demirovi?,RFL,Mad Wolverines,Southslands,DF,"∂ 4,180,000"
O. Ankrah,RFL,Mad Wolverines,Coastpa Barleslands,FW,"∂ 8,210,000"
M. Hasani,RFL,Mad Wolverines,People's Land of Maneau,FW,"∂ 7,110,000"
N. Hang,RFL,Mad Wolverines,Djipines,FWMF,"∂ 6,550,000"
H. Nuwahereza,RFL,Mad Wolverines,Nkasland Cronestan,FWMF,"∂ 1,900,000"
R. Bbosa,RFL,Mad Wolverines,People's Land of Maneau,FWMF,"∂ 5,300,000"
Q. Ayerango,RFL,Mad Wolverines,Southslands,FWMF,"∂ 5,310,000"
L. Werner,RFL,Mad Wolverines,People's Land of Maneau,GK,"∂ 6,750,000"
X. Tumushabe,RFL,Mad Wolverines,Rarita,GK,"∂ 3,390,000"
G. Muhairwe,RFL,Mad Wolverines,Lowwlaands,MF,"∂ 1,930,000"
Y. Clark,RFL,Mad Wolverines,Manlisgamncent,MF,"∂ 5,110,000"
J. Chao,RFL,Mad Wolverines,People's Land of Maneau,MF,"∂ 3,500,000"
P. Hoi,RFL,Mad Wolverines,People's Land of Maneau,MF,"∂ 2,660,000"
U. Angella,RFL,Mad Wolverines,People's Land of Maneau,MF,"∂ 6,170,000"
U. Gomani,RFL,Mad Wolverines,People's Land of Maneau,MF,"∂ 2,990,000"
Z. Nakagawa,RFL,Mad Wolverines,People's Land of Maneau,MF,"∂ 6,520,000"
C. Kalua,RFL,Mad Wolverines,Varijitri Isles,MF,"∂ 5,770,000"
A. Katusiime,RFL,Mad Wolverines,Greri Landmoslands,MFFW,"∂ 8,690,000"
M. Namukwaya,RFL,Mad Wolverines,Ngoque Blicri,MFFW,"∂ 7,430,000"
Y. Mohammadzadeh,RFL,Mad Wolverines,Ngoque Blicri,MFFW,"∂ 6,880,000"
B. Rohman,RFL,Mad Wolverines,People's Land of Maneau,MFFW,"∂ 7,510,000"
T. Wanyenze,RFL,Mad Wolverines,People's Land of Maneau,MFFW,"∂ 5,790,000"
H. Sinaga,RFL,Marvelous Coyotes,Bernepamar,DF,"∂ 720,000"
C. Carvalho,RFL,Marvelous Coyotes,Byasier Pujan,DF,"∂ 2,480,000"
J. De Luca,RFL,Marvelous Coyotes,Dosqaly,DF,"∂ 670,000"
A. Gautier,RFL,Marvelous Coyotes,Greri Landmoslands,DF,"∂ 5,950,000"
X. Haji,RFL,Marvelous Coyotes,Greri Landmoslands,DF,"∂ 1,160,000"
E. Naik,RFL,Marvelous Coyotes,Nganion,DF,"∂ 1,080,000"
J. Wulandari,RFL,Marvelous Coyotes,Nganion,DF,"∂ 1,410,000"
M. As,RFL,Marvelous Coyotes,People's Land of Maneau,DF,"∂ 1,310,000"
O. Atim,RFL,Marvelous Coyotes,People's Land of Maneau,DF,"∂ 950,000"
F. Kazembe,RFL,Marvelous Coyotes,Lefghau,FW,"∂ 2,710,000"
C. Kyarikunda,RFL,Marvelous Coyotes,People's Land of Maneau,FW,"∂ 2,650,000"
T. Aguti,RFL,Marvelous Coyotes,People's Land of Maneau,FW,"∂ 1,920,000"
